
# Curve 0 of 1, 2000 points
# Curve title: "'gr_OO_exp_skinner2013_new.dat' u 4:($5*0.5*(tanh(30.0*($4-2.45))+1))"
# x y type
 11.7  0.99679  o
 11.71  0.996708  o
 11.72  0.996629  o
 11.73  0.996554  o
 11.74  0.996484  o
 11.75  0.996418  o
 11.76  0.996356  o
 11.77  0.996301  o
 11.78  0.99625  o
 11.79  0.996206  o
 11.8  0.996167  o
 11.81  0.996134  o
 11.82  0.996108  o
 11.83  0.996088  o
 11.84  0.996075  o
 11.85  0.996068  o
 11.86  0.996067  o
 11.87  0.996072  o
 11.88  0.996083  o
 11.89  0.9961  o
 11.9  0.996123  o
 11.91  0.996151  o
 11.92  0.996185  o
 11.93  0.996223  o
 11.94  0.996265  o
 11.95  0.996312  o
 11.96  0.996362  o
 11.97  0.996416  o
 11.98  0.996472  o
 11.99  0.996532  o
 12  0.996593  o
 12.01  0.996655  o
 12.02  0.996719  o
 12.03  0.996784  o
 12.04  0.996849  o
 12.05  0.996914  o
 12.06  0.996978  o
 12.07  0.997041  o
 12.08  0.997103  o
 12.09  0.997163  o
 12.1  0.997221  o
 12.11  0.997276  o
 12.12  0.997328  o
 12.13  0.997377  o
 12.14  0.997424  o
 12.15  0.997466  o
 12.16  0.997506  o
 12.17  0.997543  o
 12.18  0.997576  o
 12.19  0.997606  o
 12.2  0.997634  o
 12.21  0.99766  o
 12.22  0.997685  o
 12.23  0.997708  o
 12.24  0.99773  o
 12.25  0.997753  o
 12.26  0.997776  o
 12.27  0.997801  o
 12.28  0.997828  o
 12.29  0.997858  o
 12.3  0.997891  o
 12.31  0.997928  o
 12.32  0.99797  o
 12.33  0.998017  o
 12.34  0.998069  o
 12.35  0.998127  o
 12.36  0.99819  o
 12.37  0.998259  o
 12.38  0.998334  o
 12.39  0.998414  o
 12.4  0.998499  o
 12.41  0.998588  o
 12.42  0.998681  o
 12.43  0.998778  o
 12.44  0.998877  o
 12.45  0.998977  o
 12.46  0.999078  o
 12.47  0.999179  o
 12.48  0.999279  o
 12.49  0.999377  o
 12.5  0.999473  o
 12.51  0.999565  o
 12.52  0.999653  o
 12.53  0.999736  o
 12.54  0.999814  o
 12.55  0.999887  o
 12.56  0.999954  o
 12.57  1.00002  o
 12.58  1.00007  o
 12.59  1.00012  o
 12.6  1.00017  o
 12.61  1.00021  o
 12.62  1.00025  o
 12.63  1.00028  o
 12.64  1.00031  o
 12.65  1.00034  o
 12.66  1.00037  o
 12.67  1.00039  o
 12.68  1.00042  o
 12.69  1.00044  o
 12.7  1.00047  o
 12.71  1.0005  o
 12.72  1.00053  o
 12.73  1.00056  o
 12.74  1.0006  o
 12.75  1.00063  o
 12.76  1.00067  o
 12.77  1.00072  o
 12.78  1.00076  o
 12.79  1.00081  o
 12.8  1.00086  o
 12.81  1.00091  o
 12.82  1.00097  o
 12.83  1.00102  o
 12.84  1.00107  o
 12.85  1.00113  o
 12.86  1.00118  o
 12.87  1.00123  o
 12.88  1.00129  o
 12.89  1.00134  o
 12.9  1.00138  o
 12.91  1.00143  o
 12.92  1.00147  o
 12.93  1.00151  o
 12.94  1.00155  o
 12.95  1.00158  o
 12.96  1.00161  o
 12.97  1.00164  o
 12.98  1.00166  o
 12.99  1.00168  o
 13  1.0017  o
 13.01  1.00172  o
 13.02  1.00173  o
 13.03  1.00174  o
 13.04  1.00175  o
 13.05  1.00175  o
 13.06  1.00176  o
 13.07  1.00176  o
 13.08  1.00176  o
 13.09  1.00176  o
 13.1  1.00176  o
 13.11  1.00175  o
 13.12  1.00175  o
 13.13  1.00175  o
 13.14  1.00174  o
 13.15  1.00174  o
 13.16  1.00173  o
 13.17  1.00172  o
 13.18  1.00172  o
 13.19  1.00172  o
 13.2  1.00171  o
 13.21  1.00171  o
 13.22  1.00171  o
 13.23  1.0017  o
 13.24  1.0017  o
 13.25  1.0017  o
 13.26  1.0017  o
 13.27  1.0017  o
 13.28  1.0017  o
 13.29  1.00169  o
 13.3  1.00169  o
 13.31  1.00169  o
 13.32  1.00168  o
 13.33  1.00168  o
 13.34  1.00167  o
 13.35  1.00166  o
 13.36  1.00165  o
 13.37  1.00164  o
 13.38  1.00162  o
 13.39  1.0016  o
 13.4  1.00158  o
 13.41  1.00156  o
 13.42  1.00153  o
 13.43  1.0015  o
 13.44  1.00147  o
 13.45  1.00143  o
 13.46  1.00139  o
 13.47  1.00135  o
 13.48  1.00131  o
 13.49  1.00127  o
 13.5  1.00122  o
 13.51  1.00118  o
 13.52  1.00113  o
 13.53  1.00109  o
 13.54  1.00104  o
 13.55  1.001  o
 13.56  1.00095  o
 13.57  1.00091  o
 13.58  1.00087  o
 13.59  1.00083  o
 13.6  1.00079  o
 13.61  1.00076  o
 13.62  1.00072  o
 13.63  1.00069  o
 13.64  1.00066  o
 13.65  1.00063  o
 13.66  1.0006  o
 13.67  1.00057  o
 13.68  1.00054  o
 13.69  1.00051  o
 13.7  1.00048  o
 13.71  1.00046  o
 13.72  1.00043  o
 13.73  1.0004  o
 13.74  1.00037  o
 13.75  1.00033  o
 13.76  1.0003  o
 13.77  1.00027  o
 13.78  1.00023  o
 13.79  1.0002  o
 13.8  1.00016  o
 13.81  1.00013  o
 13.82  1.00009  o
 13.83  1.00006  o
 13.84  1.00002  o
 13.85  0.99999  o
 13.86  0.999958  o
 13.87  0.999927  o
 13.88  0.999898  o
 13.89  0.99987  o
 13.9  0.999844  o
 13.91  0.99982  o
 13.92  0.999798  o
 13.93  0.999777  o
 13.94  0.999758  o
 13.95  0.999741  o
 13.96  0.999724  o
 13.97  0.999709  o
 13.98  0.999694  o
 13.99  0.99968  o
 14  0.999666  o
 14.01  0.999653  o
 14.02  0.999639  o
 14.03  0.999624  o
 14.04  0.99961  o
 14.05  0.999595  o
 14.06  0.999579  o
 14.07  0.999563  o
 14.08  0.999547  o
 14.09  0.999531  o
 14.1  0.999515  o
 14.11  0.9995  o
 14.12  0.999486  o
 14.13  0.999473  o
 14.14  0.999461  o
 14.15  0.999452  o
 14.16  0.999445  o
 14.17  0.99944  o
 14.18  0.999439  o
 14.19  0.999441  o
 14.2  0.999446  o
 14.21  0.999455  o
 14.22  0.999466  o
 14.23  0.999482  o
 14.24  0.9995  o
 14.25  0.999521  o
 14.26  0.999544  o
 14.27  0.999569  o
 14.28  0.999596  o
 14.29  0.999623  o
 14.3  0.999651  o
 14.31  0.999679  o
 14.32  0.999705  o
 14.33  0.999731  o
 14.34  0.999754  o
 14.35  0.999775  o
 14.36  0.999793  o
 14.37  0.999808  o
 14.38  0.99982  o
 14.39  0.999828  o
 14.4  0.999833  o
 14.41  0.999834  o
 14.42  0.999831  o
 14.43  0.999826  o
 14.44  0.999818  o
 14.45  0.999807  o
 14.46  0.999795  o
 14.47  0.999781  o
 14.48  0.999766  o
 14.49  0.99975  o
 14.5  0.999735  o
 14.51  0.99972  o
 14.52  0.999706  o
 14.53  0.999694  o
 14.54  0.999683  o
 14.55  0.999675  o
 14.56  0.999669  o
 14.57  0.999665  o
 14.58  0.999664  o
 14.59  0.999665  o
 14.6  0.999669  o
 14.61  0.999674  o
 14.62  0.999682  o
 14.63  0.999692  o
 14.64  0.999703  o
 14.65  0.999716  o
 14.66  0.999729  o
 14.67  0.999743  o
 14.68  0.999757  o
 14.69  0.999771  o
 14.7  0.999784  o
 14.71  0.999797  o
 14.72  0.999809  o
 14.73  0.99982  o
 14.74  0.99983  o
 14.75  0.999838  o
 14.76  0.999846  o
 14.77  0.999851  o
 14.78  0.999856  o
 14.79  0.999859  o
 14.8  0.999861  o
 14.81  0.999861  o
 14.82  0.99986  o
 14.83  0.999858  o
 14.84  0.999855  o
 14.85  0.999852  o
 14.86  0.999847  o
 14.87  0.999841  o
 14.88  0.999834  o
 14.89  0.999827  o
 14.9  0.999819  o
 14.91  0.99981  o
 14.92  0.999801  o
 14.93  0.999791  o
 14.94  0.999781  o
 14.95  0.99977  o
 14.96  0.999759  o
 14.97  0.999748  o
 14.98  0.999738  o
 14.99  0.999727  o
 15  0.999717  o
 15.01  0.999708  o
 15.02  0.9997  o
 15.03  0.999693  o
 15.04  0.999687  o
 15.05  0.999683  o
 15.06  0.999681  o
 15.07  0.999681  o
 15.08  0.999683  o
 15.09  0.999688  o
 15.1  0.999694  o
 15.11  0.999703  o
 15.12  0.999714  o
 15.13  0.999728  o
 15.14  0.999743  o
 15.15  0.99976  o
 15.16  0.999778  o
 15.17  0.999797  o
 15.18  0.999817  o
 15.19  0.999837  o
 15.2  0.999857  o
 15.21  0.999877  o
 15.22  0.999895  o
 15.23  0.999911  o
 15.24  0.999926  o
 15.25  0.999939  o
 15.26  0.999949  o
 15.27  0.999956  o
 15.28  0.999961  o
 15.29  0.999963  o
 15.3  0.999962  o
 15.31  0.999958  o
 15.32  0.999952  o
 15.33  0.999944  o
 15.34  0.999934  o
 15.35  0.999922  o
 15.36  0.99991  o
 15.37  0.999897  o
 15.38  0.999885  o
 15.39  0.999873  o
 15.4  0.999862  o
 15.41  0.999853  o
 15.42  0.999847  o
 15.43  0.999842  o
 15.44  0.99984  o
 15.45  0.999842  o
 15.46  0.999846  o
 15.47  0.999853  o
 15.48  0.999864  o
 15.49  0.999877  o
 15.5  0.999893  o
 15.51  0.999911  o
 15.52  0.999931  o
 15.53  0.999952  o
 15.54  0.999974  o
 15.55  0.999997  o
 15.56  1.00002  o
 15.57  1.00004  o
 15.58  1.00006  o
 15.59  1.00008  o
 15.6  1.00009  o
 15.61  1.00011  o
 15.62  1.00012  o
 15.63  1.00013  o
 15.64  1.00013  o
 15.65  1.00013  o
 15.66  1.00013  o
 15.67  1.00012  o
 15.68  1.00012  o
 15.69  1.00011  o
 15.7  1.00009  o
 15.71  1.00008  o
 15.72  1.00006  o
 15.73  1.00004  o
 15.74  1.00002  o
 15.75  0.999997  o
 15.76  0.999976  o
 15.77  0.999955  o
 15.78  0.999935  o
 15.79  0.999915  o
 15.8  0.999896  o
 15.81  0.999879  o
 15.82  0.999863  o
 15.83  0.999848  o
 15.84  0.999835  o
 15.85  0.999824  o
 15.86  0.999814  o
 15.87  0.999805  o
 15.88  0.999798  o
 15.89  0.999792  o
 15.9  0.999787  o
 15.91  0.999784  o
 15.92  0.999781  o
 15.93  0.999779  o
 15.94  0.999778  o
 15.95  0.999778  o
 15.96  0.999778  o
 15.97  0.999779  o
 15.98  0.999781  o
 15.99  0.999783  o
 16  0.999785  o
 16.01  0.999789  o
 16.02  0.999792  o
 16.03  0.999796  o
 16.04  0.999801  o
 16.05  0.999806  o
 16.06  0.999811  o
 16.07  0.999817  o
 16.08  0.999822  o
 16.09  0.999828  o
 16.1  0.999833  o
 16.11  0.999839  o
 16.12  0.999844  o
 16.13  0.999848  o
 16.14  0.999852  o
 16.15  0.999854  o
 16.16  0.999856  o
 16.17  0.999857  o
 16.18  0.999856  o
 16.19  0.999855  o
 16.2  0.999852  o
 16.21  0.999848  o
 16.22  0.999843  o
 16.23  0.999837  o
 16.24  0.99983  o
 16.25  0.999823  o
 16.26  0.999816  o
 16.27  0.999809  o
 16.28  0.999803  o
 16.29  0.999798  o
 16.3  0.999794  o
 16.31  0.999791  o
 16.32  0.99979  o
 16.33  0.999792  o
 16.34  0.999797  o
 16.35  0.999804  o
 16.36  0.999814  o
 16.37  0.999828  o
 16.38  0.999844  o
 16.39  0.999864  o
 16.4  0.999887  o
 16.41  0.999912  o
 16.42  0.99994  o
 16.43  0.999971  o
 16.44  1  o
 16.45  1.00004  o
 16.46  1.00007  o
 16.47  1.00011  o
 16.48  1.00014  o
 16.49  1.00018  o
 16.5  1.00021  o
 16.51  1.00024  o
 16.52  1.00027  o
 16.53  1.0003  o
 16.54  1.00032  o
 16.55  1.00035  o
 16.56  1.00036  o
 16.57  1.00038  o
 16.58  1.00039  o
 16.59  1.0004  o
 16.6  1.0004  o
 16.61  1.00041  o
 16.62  1.00041  o
 16.63  1.0004  o
 16.64  1.0004  o
 16.65  1.00039  o
 16.66  1.00038  o
 16.67  1.00037  o
 16.68  1.00036  o
 16.69  1.00034  o
 16.7  1.00033  o
 16.71  1.00031  o
 16.72  1.0003  o
 16.73  1.00029  o
 16.74  1.00027  o
 16.75  1.00026  o
 16.76  1.00025  o
 16.77  1.00024  o
 16.78  1.00023  o
 16.79  1.00022  o
 16.8  1.00021  o
 16.81  1.00021  o
 16.82  1.0002  o
 16.83  1.00019  o
 16.84  1.00019  o
 16.85  1.00018  o
 16.86  1.00018  o
 16.87  1.00018  o
 16.88  1.00018  o
 16.89  1.00017  o
 16.9  1.00017  o
 16.91  1.00017  o
 16.92  1.00017  o
 16.93  1.00017  o
 16.94  1.00017  o
 16.95  1.00017  o
 16.96  1.00018  o
 16.97  1.00018  o
 16.98  1.00018  o
 16.99  1.00019  o
 17  1.00019  o
 17.01  1.0002  o
 17.02  1.00021  o
 17.03  1.00021  o
 17.04  1.00022  o
 17.05  1.00023  o
 17.06  1.00024  o
 17.07  1.00024  o
 17.08  1.00025  o
 17.09  1.00026  o
 17.1  1.00026  o
 17.11  1.00027  o
 17.12  1.00028  o
 17.13  1.00028  o
 17.14  1.00029  o
 17.15  1.00029  o
 17.16  1.00029  o
 17.17  1.00029  o
 17.18  1.00029  o
 17.19  1.00029  o
 17.2  1.00029  o
 17.21  1.00029  o
 17.22  1.00029  o
 17.23  1.00028  o
 17.24  1.00028  o
 17.25  1.00027  o
 17.26  1.00027  o
 17.27  1.00026  o
 17.28  1.00026  o
 17.29  1.00026  o
 17.3  1.00025  o
 17.31  1.00025  o
 17.32  1.00025  o
 17.33  1.00024  o
 17.34  1.00024  o
 17.35  1.00023  o
 17.36  1.00023  o
 17.37  1.00023  o
 17.38  1.00022  o
 17.39  1.00022  o
 17.4  1.00021  o
 17.41  1.0002  o
 17.42  1.0002  o
 17.43  1.00019  o
 17.44  1.00018  o
 17.45  1.00017  o
 17.46  1.00016  o
 17.47  1.00014  o
 17.48  1.00013  o
 17.49  1.00012  o
 17.5  1.0001  o
 17.51  1.00008  o
 17.52  1.00007  o
 17.53  1.00005  o
 17.54  1.00004  o
 17.55  1.00002  o
 17.56  1  o
 17.57  0.999989  o
 17.58  0.999975  o
 17.59  0.999962  o
 17.6  0.999949  o
 17.61  0.999939  o
 17.62  0.999929  o
 17.63  0.999921  o
 17.64  0.999914  o
 17.65  0.999909  o
 17.66  0.999905  o
 17.67  0.999902  o
 17.68  0.999899  o
 17.69  0.999898  o
 17.7  0.999897  o
 17.71  0.999897  o
 17.72  0.999897  o
 17.73  0.999896  o
 17.74  0.999896  o
 17.75  0.999895  o
 17.76  0.999893  o
 17.77  0.999891  o
 17.78  0.999887  o
 17.79  0.999883  o
 17.8  0.999878  o
 17.81  0.999872  o
 17.82  0.999865  o
 17.83  0.999857  o
 17.84  0.999849  o
 17.85  0.99984  o
 17.86  0.99983  o
 17.87  0.999821  o
 17.88  0.999811  o
 17.89  0.999802  o
 17.9  0.999794  o
 17.91  0.999785  o
 17.92  0.999778  o
 17.93  0.999772  o
 17.94  0.999767  o
 17.95  0.999763  o
 17.96  0.999761  o
 17.97  0.99976  o
 17.98  0.99976  o
 17.99  0.999762  o
 18  0.999765  o
 18.01  0.999769  o
 18.02  0.999775  o
 18.03  0.999781  o
 18.04  0.999788  o
 18.05  0.999796  o
 18.06  0.999804  o
 18.07  0.999812  o
 18.08  0.99982  o
 18.09  0.999828  o
 18.1  0.999836  o
 18.11  0.999843  o
 18.12  0.99985  o
 18.13  0.999856  o
 18.14  0.999861  o
 18.15  0.999866  o
 18.16  0.999869  o
 18.17  0.999872  o
 18.18  0.999874  o
 18.19  0.999875  o
 18.2  0.999875  o
 18.21  0.999874  o
 18.22  0.999873  o
 18.23  0.999871  o
 18.24  0.999868  o
 18.25  0.999865  o
 18.26  0.999862  o
 18.27  0.999858  o
 18.28  0.999855  o
 18.29  0.999851  o
 18.3  0.999847  o
 18.31  0.999843  o
 18.32  0.99984  o
 18.33  0.999836  o
 18.34  0.999832  o
 18.35  0.999829  o
 18.36  0.999826  o
 18.37  0.999823  o
 18.38  0.999821  o
 18.39  0.999819  o
 18.4  0.999817  o
 18.41  0.999815  o
 18.42  0.999814  o
 18.43  0.999813  o
 18.44  0.999812  o
 18.45  0.999812  o
 18.46  0.999812  o
 18.47  0.999812  o
 18.48  0.999813  o
 18.49  0.999814  o
 18.5  0.999816  o
 18.51  0.999817  o
 18.52  0.999819  o
 18.53  0.999821  o
 18.54  0.999823  o
 18.55  0.999825  o
 18.56  0.999827  o
 18.57  0.99983  o
 18.58  0.999832  o
 18.59  0.999834  o
 18.6  0.999836  o
 18.61  0.999837  o
 18.62  0.999839  o
 18.63  0.99984  o
 18.64  0.99984  o
 18.65  0.999841  o
 18.66  0.999841  o
 18.67  0.999841  o
 18.68  0.99984  o
 18.69  0.99984  o
 18.7  0.99984  o
 18.71  0.99984  o
 18.72  0.99984  o
 18.73  0.99984  o
 18.74  0.999842  o
 18.75  0.999843  o
 18.76  0.999846  o
 18.77  0.99985  o
 18.78  0.999856  o
 18.79  0.999862  o
 18.8  0.99987  o
 18.81  0.99988  o
 18.82  0.999891  o
 18.83  0.999904  o
 18.84  0.999919  o
 18.85  0.999935  o
 18.86  0.999953  o
 18.87  0.999972  o
 18.88  0.999993  o
 18.89  1.00001  o
 18.9  1.00004  o
 18.91  1.00006  o
 18.92  1.00008  o
 18.93  1.00011  o
 18.94  1.00013  o
 18.95  1.00015  o
 18.96  1.00017  o
 18.97  1.00019  o
 18.98  1.00021  o
 18.99  1.00023  o
 19  1.00024  o
 19.01  1.00025  o
 19.02  1.00026  o
 19.03  1.00027  o
 19.04  1.00027  o
 19.05  1.00027  o
 19.06  1.00027  o
 19.07  1.00026  o
 19.08  1.00026  o
 19.09  1.00025  o
 19.1  1.00023  o
 19.11  1.00022  o
 19.12  1.0002  o
 19.13  1.00019  o
 19.14  1.00017  o
 19.15  1.00015  o
 19.16  1.00012  o
 19.17  1.0001  o
 19.18  1.00008  o
 19.19  1.00006  o
 19.2  1.00004  o
 19.21  1.00002  o
 19.22  1  o
 19.23  0.999986  o
 19.24  0.999971  o
 19.25  0.999957  o
 19.26  0.999944  o
 19.27  0.999934  o
 19.28  0.999925  o
 19.29  0.999919  o
 19.3  0.999914  o
 19.31  0.999911  o
 19.32  0.999911  o
 19.33  0.999912  o
 19.34  0.999914  o
 19.35  0.999919  o
 19.36  0.999925  o
 19.37  0.999932  o
 19.38  0.999941  o
 19.39  0.999951  o
 19.4  0.999962  o
 19.41  0.999974  o
 19.42  0.999986  o
 19.43  1  o
 19.44  1.00001  o
 19.45  1.00003  o
 19.46  1.00004  o
 19.47  1.00006  o
 19.48  1.00007  o
 19.49  1.00009  o
 19.5  1.0001  o
 19.51  1.00012  o
 19.52  1.00013  o
 19.53  1.00014  o
 19.54  1.00016  o
 19.55  1.00017  o
 19.56  1.00018  o
 19.57  1.00019  o
 19.58  1.0002  o
 19.59  1.00021  o
 19.6  1.00022  o
 19.61  1.00022  o
 19.62  1.00022  o
 19.63  1.00023  o
 19.64  1.00023  o
 19.65  1.00023  o
 19.66  1.00023  o
 19.67  1.00022  o
 19.68  1.00022  o
 19.69  1.00021  o
 19.7  1.00021  o
 19.71  1.00019  o
 19.72  1.00018  o
 19.73  1.00017  o
 19.74  1.00016  o
 19.75  1.00014  o
 19.76  1.00013  o
 19.77  1.00011  o
 19.78  1.00009  o
 19.79  1.00007  o
 19.8  1.00006  o
 19.81  1.00004  o
 19.82  1.00002  o
 19.83  1  o
 19.84  0.999981  o
 19.85  0.999964  o
 19.86  0.999947  o
 19.87  0.99993  o
 19.88  0.999915  o
 19.89  0.999901  o
 19.9  0.999889  o
 19.91  0.999878  o
 19.92  0.999868  o
 19.93  0.99986  o
 19.94  0.999854  o
 19.95  0.99985  o
 19.96  0.999847  o
 19.97  0.999846  o
 19.98  0.999847  o
 19.99  0.999849  o

