#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
1508.61; 52.913803; 143308.96804515
1510.65; 53.860212; 143418.62278896
1512.68; 54.643607; 143529.87245736
1514.72; 55.363389; 143642.58753981
1516.76; 56.113821; 143756.83043729
1518.79; 56.960558; 143872.79721671
1520.83; 57.92636; 143990.73028635
1522.86; 58.990621; 144110.83010038
1524.90; 60.103031; 144233.19468397
1526.94; 61.206947; 144357.80674649
1528.97; 62.264541; 144484.57197919
1531.01; 63.274931; 144613.39427691
1533.04; 64.27888; 144744.26052951
1535.08; 65.348411; 144877.30425383
1537.11; 66.565127; 145012.82510854
1539.15; 67.995188; 145151.25744302
1541.19; 69.669934; 145293.09941603
1543.22; 71.578915; 145438.82791046
1545.26; 73.677208; 145588.8283473
1547.29; 75.903516; 145743.36135439
1549.33; 78.201683; 145902.57323132
1551.37; 80.537427; 146066.54048135
1553.40; 82.90457; 146235.32703149
1555.44; 85.319674; 146409.03052533
1557.47; 87.808761; 146587.80158349
1559.51; 90.392749; 146771.83341832
1561.55; 93.078153; 146961.33250536
1563.58; 95.856622; 147156.48831576
1565.62; 98.712497; 147357.45844062
1567.65; 101.63375; 147564.37598254
1569.69; 104.62018; 147777.37364235
1571.73; 107.68436; 147996.60969628
1573.76; 110.84464; 148222.27981493
1575.80; 114.1142; 148454.60647103
1577.83; 117.49256; 148693.81117763
1579.87; 120.96602; 148940.0875526
1581.90; 124.51948; 149193.59845742
1583.94; 128.1566; 149454.51423377
1585.98; 131.92014; 149723.09225997
1588.01; 135.90178; 149999.77655001
1590.05; 140.23295; 150285.27873756
1592.08; 145.05432; 150580.59682186
1594.12; 150.46952; 150886.93977701
1596.16; 156.49627; 151205.55267998
1598.19; 163.03143; 151537.47059766
1600.23; 169.84427; 151883.25887889
1602.26; 176.60531; 152242.81204602
1604.30; 182.94727; 152615.2768981
1606.34; 188.54498; 152999.1382106
1608.37; 193.19411; 153392.46474242
1610.41; 196.86784; 153793.27068419
1612.44; 199.73569; 154199.91531615
1614.48; 202.13778; 154611.45039746
1616.52; 204.51923; 155027.83390269
1618.55; 207.33851; 155449.9572072
1620.59; 210.96956; 155879.47302381
1622.62; 215.6184; 156318.45348696
1624.66; 221.27119; 156768.94252705
1626.70; 227.68395; 157232.48740492
1628.73; 234.41582; 157709.73777935
1630.77; 240.8989; 158200.18715458
1632.80; 246.53151; 158702.10402485
1634.84; 250.77666; 159212.66366755
1636.87; 253.24716; 159728.25302012
1638.91; 253.76068; 160244.88786161
1640.95; 252.35493; 160758.66071834
1642.98; 249.26106; 161266.13472551
1645.02; 244.84337; 161764.61469407
1647.05; 239.52093; 162252.25864256
1649.09; 233.69089; 162728.03313163
1651.13; 227.67166; 163191.55298467
1653.16; 221.67771; 163642.86967763
1655.20; 215.82753; 164082.27589853
1657.23; 210.17597; 164510.17602653
1659.27; 204.75527; 164927.0400808
1661.31; 199.60741; 165333.42354602
1663.34; 194.79525; 165730.00986533
1665.38; 190.38888; 166117.62519015
1667.41; 186.43373; 166497.18817362
1669.45; 182.91414; 166869.58558229
1671.49; 179.72801; 167235.49630495
1673.52; 176.68412; 167595.20992824
1675.56; 173.52554; 167948.4929603
1677.59; 169.97343; 168294.54419067
1679.63; 165.7789; 168632.0557182
1681.66; 160.76899; 168959.36750503
1683.70; 154.87566; 169274.68098226
1685.74; 148.14321; 169576.28776712
1687.77; 140.71619; 169862.77379155
1689.81; 132.8145; 170133.17265916
1691.84; 124.70327; 170387.05775382
1693.88; 116.66333; 170624.57422948
1695.92; 108.96459; 170846.41672875
1697.95; 101.84186; 171053.757976
1699.99; 95.47243; 171248.13160412
1702.02; 89.955967; 171431.27418863
1704.06; 85.300405; 171604.93845149
1706.10; 81.418825; 171770.70015148
1708.13; 78.141948; 171929.79041268
1710.17; 75.247358; 172082.98753924
1712.20; 72.501435; 172230.59420403
1714.24; 69.705139; 172372.50785148
1716.28; 66.732304; 172508.36906389
1718.31; 63.550262; 172637.75191362
1720.35; 60.217263; 172760.34906361
1722.38; 56.857782; 172876.10660114
1724.42; 53.623142; 172985.27869136
1726.45; 50.64876; 173088.39519517
1728.49; 48.019662; 173186.15908326
1730.53; 45.75275; 173279.30773322
1732.56; 43.798925; 173368.47856512
1734.60; 42.062536; 173454.11425857
1736.63; 40.431248; 173536.42879016
1738.67; 38.807546; 173615.43760501
1740.71; 37.133666; 173691.03854359
1742.74; 35.404293; 173763.11862883
1744.78; 33.664904; 173831.65746832
1746.81; 31.997141; 173896.80088688
1748.85; 30.495488; 173958.88706894
1750.89; 29.24123; 174018.41968969
1752.92; 28.280124; 174075.99558091
1754.96; 27.609263; 174132.20565684
1756.99; 27.176465; 174187.53459375
1759.03; 26.89244; 174242.28528126
1761.07; 26.652651; 174296.54777862
1763.10; 26.363013; 174350.2205987
1765.14; 25.962289; 174403.07757806
1767.17; 25.434751; 174454.86053582
1769.21; 24.809485; 174505.37050675
1771.24; 24.14675; 174554.53120496
1773.28; 23.515915; 174602.40757797
1775.32; 22.972214; 174649.17702343
1777.35; 22.539837; 174695.06618555
1779.39; 22.206632; 174740.27697163
1781.42; 21.931603; 174784.92782163
1783.46; 21.661901; 174829.029583
1785.50; 21.352843; 174872.50212796
1787.53; 20.983633; 174915.22299373
1789.57; 20.563365; 174957.08822932
1791.60; 20.125583; 174998.06217941
1793.64; 19.71395; 175038.19807938
1795.68; 19.364645; 175077.62282553
1797.71; 19.092072; 175116.49263714
1799.75; 18.882899; 175154.93658971
1801.78; 18.70022; 175193.00862355
1803.82; 18.495914; 175230.66470861
1805.86; 18.226491; 175267.77227109
1807.89; 17.866818; 175304.1475698
1809.93; 17.417268; 175339.60762374
1811.96; 16.902436; 175374.01952448
1814.00; 16.362583; 175407.33233188
1816.04; 15.841282; 175439.58381426
1818.07; 15.37359; 175470.88311722
1820.11; 14.978387; 175501.37781973
1822.14; 14.656633; 175531.21745916
1824.18; 14.395173; 175560.52478975
1826.21; 14.173949; 175589.38172699
1828.25; 13.973775; 175617.83112771
1830.29; 13.782173; 175645.89044202
1832.32; 13.595843; 175673.5704047
1834.36; 13.41972; 175700.89179644
1836.39; 13.263606; 175727.89535329
1838.43; 13.137892; 175754.64296657
1840.47; 13.049768; 175781.21116735
1842.50; 13.000816; 175807.67970693
1844.54; 12.986258; 175834.1186074
1846.57; 12.995661; 175860.57665257
1848.61; 13.014686; 175887.07343087
1850.65; 13.027431; 175913.59615518
1852.68; 13.019011; 175940.10173867
1854.72; 12.978047; 175966.52392238
1856.75; 12.898658; 175992.78447689
1858.79; 12.781548; 176018.80660489
1860.83; 12.633765; 176044.52786095
1862.86; 12.466983; 176069.90956314
1864.90; 12.294532; 176094.94016991
1866.93; 12.127909; 176119.63154597
1868.97; 11.973789; 176144.00914724
1871.00; 11.832573; 176168.0992447
1873.04; 11.699081; 176191.91756411
1875.08; 11.565303; 176215.4635234
1877.11; 11.424335; 176238.7224828
1879.15; 11.274105; 176261.67558689
1881.18; 11.119464; 176284.31385605
1883.22; 10.971701; 176306.65129248
1885.26; 10.845454; 176328.73170098
1887.29; 10.75396; 176350.6258352
1889.33; 10.704248; 176372.41875969
1891.36; 10.693997; 176394.19081563
1893.40; 10.711261; 176415.9980187
1895.44; 10.737277; 176437.85818772
1897.47; 10.751544; 176459.74740422
1899.51; 10.737545; 176481.60811999
1901.54; 10.687286; 176503.36651277
1903.58; 10.60325; 176524.95381427
1905.62; 10.497216; 176546.32523974
1907.65; 10.38643; 176567.47111386
1909.69; 10.288386; 176588.41737937
1911.72; 10.215839; 176609.21594592
1913.76; 10.173447; 176629.9282068
1915.79; 10.156854; 176650.60668534
1917.83; 10.154236; 176671.27983323
1919.87; 10.149671; 176691.94368756
1921.90; 10.127292; 176712.56197979
1923.94; 10.07513; 176733.07407564
1925.97; 9.9878055; 176753.40838568
1928.01; 9.86758; 176773.49792702
1930.05; 9.7237158; 176793.2945732
1932.08; 9.5703861; 176812.77905333
1934.12; 9.4236267; 176831.96474406
1936.15; 9.2979416; 176850.89455068
1938.19; 9.2032315; 176869.63153574
1940.23; 9.142688; 176888.24525943
1942.26; 9.1121576; 176906.79682599
1944.30; 9.1012216; 176925.32612768
1946.33; 9.0958605; 176943.84451466
1948.37; 9.0821631; 176962.33501498
1950.41; 9.0502006; 176980.76044243
1952.44; 8.9970552; 176999.07767043
1954.48; 8.9281377; 177017.25458825
1956.51; 8.8563425; 177035.2853373
1958.55; 8.7991661; 177053.19968002
1960.58; 8.7744763; 177071.0637565
1962.62; 8.7959989; 177088.97165123
1964.66; 8.869655; 177107.02950323
1966.69; 8.9916394; 177125.33570494
1968.73; 9.1486622; 177143.96159164
1970.76; 9.3202345; 177162.93678465
1972.80; 9.482433; 177182.24219978
1974.84; 9.6123205; 177201.81205465
1976.87; 9.6921522; 177221.54444016
1978.91; 9.7126209; 177241.31849816
1980.94; 9.6746028; 177261.01515449
1982.98; 9.5891095; 177280.53775388
1985.02; 9.4754; 177299.82885044
1987.05; 9.3574764; 177318.87986486
1989.09; 9.2594894; 177337.73138615
1991.12; 9.2008727; 177356.4635688
1993.16; 9.192242; 177375.17818009
1995.20; 9.2331001; 177393.9759751
1997.23; 9.3121067; 177412.9346207
1999.27; 9.4100865; 177432.09274461
2001.30; 9.5051886; 177451.44448825
2003.34; 9.5788955; 177470.9462927
2005.37; 9.6211797; 177490.53418416
2007.41; 9.6332184; 177510.14658534
2009.45; 9.6267247; 177529.74576595
2011.48; 9.6199806; 177549.3312163
2013.52; 9.6317244; 177568.94057597
2015.55; 9.6747837; 177588.63760054
2017.59; 9.7514768; 177608.49076577
2019.63; 9.8522565; 177628.5491098
2021.66; 9.9580215; 177648.82278208
2023.70; 10.04534; 177669.27422637
2025.73; 10.092918; 177689.8225369
2027.77; 10.087337; 177710.35948396
2029.81; 10.026401; 177730.77237157
2031.84; 9.9193466; 177750.96730523
2033.88; 9.7841395; 177770.88696884
2035.91; 9.6429761; 177790.51923595
2037.95; 9.517445; 177809.89593263
2039.99; 9.4246711; 177829.08374956
2042.02; 9.3752115; 177848.17087097
2044.06; 9.3727967; 177867.25307612
2046.09; 9.4154629; 177886.42214604
2048.13; 9.4973715; 177905.75797468
2050.17; 9.6106681; 177925.32446547
2052.20; 9.7469818; 177945.16847916
2054.24; 9.8984359; 177965.32084032
2056.27; 10.058215; 177985.79849768
2058.31; 10.220764; 178006.60709167
2060.34; 10.381658; 178027.74325156
2062.38; 10.537143; 178049.19596614
2064.42; 10.68344; 178070.94652864
2066.45; 10.81602; 178092.96701185
2068.49; 10.929225; 178115.21797096
2070.52; 11.016614; 178137.64684685
2072.56; 11.072229; 178160.18894862
2074.60; 11.092623; 178182.77257133
2076.63; 11.079094; 178205.32865143
2078.67; 11.03927; 178227.80365193
2080.70; 10.987225; 178250.17269379
2082.74; 10.941679; 178272.44900781
2084.78; 10.922406; 178294.68608328
2086.81; 10.945669; 178316.97052109
2088.85; 11.019927; 178339.4061412
2090.88; 11.143109; 178362.09254907
2092.92; 11.302391; 178385.10324175
2094.96; 11.476679; 178408.46877039
2096.99; 11.641219; 178432.1692879
2099.03; 11.773124; 178456.1383533
2101.06; 11.856369; 178480.27689634
2103.10; 11.884968; 178504.47366614
2105.13; 11.863647; 178528.62702851
2107.17; 11.805981; 178552.66298693
2109.21; 11.730697; 178576.54567278
2111.24; 11.65723; 178600.27878786
2113.28; 11.601725; 178623.8988979
2115.31; 11.574411; 178647.46340056
2117.35; 11.578858; 178671.03695695
2119.39; 11.612997; 178694.68001694
2121.42; 11.671376; 178718.44193118
2123.46; 11.747792; 178742.35942179
2125.49; 11.837428; 178766.45940312
2127.53; 11.937843; 178790.76382087
2129.57; 12.048579; 178815.2936873
2131.60; 12.16961; 178840.06996292
2133.64; 12.29927; 178865.11021512
2135.67; 12.432475; 178890.42166079
2137.71; 12.559994; 178915.9927256
2139.75; 12.669193; 178941.78610851
2141.78; 12.746172; 178967.73621525
2143.82; 12.778789; 178993.7527278
2145.85; 12.759687; 179019.73035003
2147.89; 12.688467; 179045.56297282
2149.92; 12.572364; 179071.15922137
2151.96; 12.425262; 179096.45598254
2154.00; 12.26533; 179121.42713592
2156.03; 12.111972; 179146.08606522
2158.07; 11.982852; 179170.48211726
2160.10; 11.891647; 179194.69248483
2162.14; 11.846856; 179218.81166158
2164.18; 11.851635; 179242.94056751
2166.21; 11.90438; 179267.17685722
2168.25; 11.999662; 179291.60713414
2170.28; 12.129198; 179316.30113513
2172.32; 12.282683; 179341.3076186
2174.36; 12.448504; 179366.65169913
2176.39; 12.614431; 179392.33359151
2178.43; 12.768408; 179418.32896905
2180.46; 12.899508; 179444.59125435
2182.50; 12.99899; 179471.05607711
2184.54; 13.061354; 179497.64786605
2186.57; 13.085171; 179524.28814519
2188.61; 13.073494; 179550.90464978
2190.64; 13.033606; 179577.439946
2192.68; 12.975992; 179603.85794492
2194.71; 12.912511; 179630.14670318
2196.75; 12.854011; 179656.31636032
2198.79; 12.807859; 179682.3920566
2200.82; 12.776099; 179708.40309093
2202.86; 12.754944; 179734.371057
2204.89; 12.736109; 179760.30067638
2206.93; 12.709916; 179786.17696856
2208.97; 12.669487; 179811.97094973
2211.00; 12.614713; 179837.65341682
2213.04; 12.554495; 179863.21328553
2215.07; 12.506047; 179888.67451892
2217.11; 12.490943; 179914.10499999
2219.15; 12.528708; 179939.61236791
2221.18; 12.629834; 179965.3256197
2223.22; 12.790545; 179991.36606552
2225.25; 12.99136; 180017.81535342
2227.29; 13.200357; 180044.69014167
2229.33; 13.380504; 180071.93169325
2231.36; 13.498969; 180099.41442836
2233.40; 13.535557; 180126.97165431
2235.43; 13.487633; 180154.43131169
2237.47; 13.370035; 180181.65155
2239.51; 13.210182; 180208.5463405
2241.54; 13.040142; 180235.09494444
2243.58; 12.888335; 180261.33448167
2245.61; 12.77342; 180287.34006244
2247.65; 12.701937; 180313.20010914
2249.68; 12.669768; 180338.99466416
2251.72; 12.666192; 180364.78193726
2253.76; 12.678569; 180390.59440886
2255.79; 12.695919; 180416.4422033
2257.83; 12.710444; 180442.3195705
2259.86; 12.717179; 180468.21064943
2261.90; 12.712737; 180494.0926854
2263.94; 12.694352; 180519.93728988
2265.97; 12.659951; 180545.7118583
2268.01; 12.609226; 180571.38315471
2270.04; 12.544895; 180596.92347757
2272.08; 12.473119; 180622.31767129
2274.12; 12.402345; 180647.56777552
2276.15; 12.340626; 180672.69222506
2278.19; 12.292339; 180697.71836661
2280.22; 12.255701; 180722.66991679
2282.26; 12.222356; 180747.55357942
2284.30; 12.179571; 180772.35013551
2286.33; 12.114538; 180797.01428856
2288.37; 12.019358; 180821.48466418
2290.40; 11.894923; 180845.70170014
2292.44; 11.752187; 180869.62813843
2294.47; 11.610257; 180893.26561876
2296.51; 11.491795; 180916.66192066
2298.55; 11.417166; 180939.90628563
2300.58; 11.399105; 180963.11387903
2302.62; 11.439414; 180986.40353874
2304.65; 11.528483; 181009.8745347
2306.69; 11.647484; 181033.58780618
2308.73; 11.772411; 181057.55541861
2310.76; 11.878782; 181081.73959341
2312.80; 11.945929; 181106.06047467
2314.83; 11.960184; 181130.41037608
2316.87; 11.916687; 181154.67172202
2318.91; 11.81989; 181178.73599785
2320.94; 11.682888; 181202.52134937
2322.98; 11.525721; 181225.98672265
2325.01; 11.372712; 181249.14058188
2327.05; 11.248963; 181272.04249937
2329.09; 11.176345; 181294.79657252
2331.12; 11.169565; 181317.53684198
2333.16; 11.233131; 181340.40652651
2335.19; 11.360007; 181363.53451988
2337.23; 11.532474; 181387.0136408
2339.26; 11.725188; 181410.88511169
2341.30; 11.909837; 181435.13251198
2343.34; 12.060314; 181459.68627121
2345.37; 12.157186; 181484.43725264
2347.41; 12.190416; 181509.25588817
2349.44; 12.159847; 181534.01228659
2351.48; 12.073565; 181558.59302304
2353.52; 11.944874; 181582.91175512
2355.55; 11.788859; 181606.91285445
2357.59; 11.619514; 181630.56918158
2359.62; 11.448015; 181653.87635284
2361.66; 11.282253; 181676.84604694
2363.70; 11.127257; 181699.50018138
2365.73; 10.985934; 181721.86659497
2367.77; 10.859596; 181743.97579499
2369.80; 10.74803; 181765.85785579
2371.84; 10.649282; 181787.53887459
2373.88; 10.559597; 181809.03730173
2375.91; 10.473999; 181830.3614606
2377.95; 10.387771; 181851.51006596
2379.98; 10.298599; 181872.47712499
2382.02; 10.208741; 181893.2612401
2384.05; 10.126271; 181913.87745473
2386.09; 10.064612; 181934.36813547
2388.13; 10.040016; 181954.80874194
2390.16; 10.067437; 181975.30517418
2392.20; 10.155865; 181995.98163941
2394.23; 10.30464; 182016.96099668
2396.27; 10.502062; 182038.34228764
2398.31; 10.727033; 182060.18160163
2400.34; 10.953465; 182082.48191072
2402.38; 11.156255; 182105.19508268
2404.41; 11.317079; 182128.23567955
2406.45; 11.428235; 182151.50257922
2408.49; 11.493395; 182174.90214022
2410.52; 11.525152; 182198.36635444
2412.56; 11.540228; 182221.86126176
2414.59; 11.553972; 182245.38415235
2416.63; 11.57586; 182268.95160419
2418.67; 11.607271; 182292.58300685
2420.70; 11.642004; 182316.28512314
2422.74; 11.669054; 182340.04230926
2424.77; 11.676557; 182363.81477194
2426.81; 11.655614; 182387.54459695
2428.85; 11.602928; 182411.16715726
2430.88; 11.521772; 182434.62449024
2432.92; 11.421369; 182457.87741179
2434.95; 11.315187; 182480.91415656
2436.99; 11.218779; 182503.75462187
2439.02; 11.147675; 182526.45032644
2441.06; 11.115594; 182549.08071567
2443.10; 11.13298; 182571.74650235
2445.13; 11.205825; 182594.56059448
2447.17; 11.33473; 182617.63712601
2449.20; 11.514343; 182641.07933541
2451.24; 11.733379; 182664.96748239
2453.28; 11.975436; 182689.34843659
2455.31; 12.220711; 182714.22874851
2457.35; 12.448461; 182739.57274092
2459.38; 12.639871; 182765.30642724
2461.42; 12.780795; 182791.32702284
2463.46; 12.863854; 182817.51671865
2465.49; 12.889433; 182843.7584915
2467.53; 12.865347; 182869.95122795
2469.56; 12.805169; 182896.02144616
2471.60; 12.725485; 182921.9294352
2473.64; 12.642584; 182947.66864567
2475.67; 12.569238; 182973.2585304
2477.71; 12.512316; 182998.73252576
2479.74; 12.471859; 183024.12415334
2481.78; 12.441967; 183049.45492477
2483.81; 12.41339; 183074.72751519
2485.85; 12.377189; 183099.92640325
2487.89; 12.328445; 183125.02605238
2489.92; 12.268804; 183150.00427889
2491.96; 12.20691; 183174.8564937
2493.99; 12.15635; 183199.6057741
2496.03; 12.131592; 183224.3046488
2498.07; 12.143097; 183249.02694562
2500.10; 12.193248; 183273.85134614
2502.14; 12.274572; 183298.84131603
2504.17; 12.371056; 183324.0277188
2506.21; 12.462344; 183349.39997535
2508.25; 12.52958; 183374.90911911
2510.28; 12.561031; 183400.48229353
2512.32; 12.555613; 183426.04443798
2514.35; 12.52313; 183451.54045034
2516.39; 12.481102; 183476.95089692
2518.43; 12.449237; 183502.29646837
2520.46; 12.443382; 183527.63012062
2522.50; 12.470944; 183553.01988554
2524.53; 12.529215; 183578.52828661
2526.57; 12.607056; 183604.19516427
2528.60; 12.689198; 183630.02927707
2530.64; 12.761645; 183656.01088454
2532.68; 12.816313; 183682.10379099
2534.71; 12.853457; 183708.27232088
2536.75; 12.881216; 183734.49736445
2538.78; 12.912595; 183760.78629396
2540.82; 12.96103; 183787.17383192
2542.86; 13.035985; 183813.71397234
2544.89; 13.139952; 183840.46578148
2546.93; 13.267622; 183867.47751398
2548.96; 13.407294; 183894.7736083
2551.00; 13.54395; 183922.34792085
2553.04; 13.662976; 183950.16456033
2555.07; 13.75354; 183978.16558115
2557.11; 13.810805; 184006.28318793
2559.14; 13.836609; 184034.45332933
2561.18; 13.838664; 184062.6276552
2563.22; 13.828639; 184090.78157039
2565.25; 13.819666; 184118.91721832
2567.29; 13.823836; 184147.0613549
2569.32; 13.850119; 184175.25900283
2571.36; 13.903041; 184203.56439411
2573.39; 13.98222; 184232.03098776
2575.43; 14.082781; 184260.70231381
2577.47; 14.196465; 184289.60509043
2579.50; 14.313211; 184318.74555191
2581.54; 14.422885; 184348.10930164
2583.57; 14.516865; 184377.66438515
2585.61; 14.589228; 184407.36679523
2587.65; 14.63745; 184437.16737934
2589.68; 14.662592; 184467.019151
2591.72; 14.669136; 184496.88424651
2593.75; 14.664578; 184526.74006246
2595.79; 14.658883; 184556.58428249
2597.83; 14.663762; 184586.43843593
2599.86; 14.69164; 184616.34934611
2601.90; 14.754141; 184646.38750401
2603.93; 14.860072; 184676.6413277
2605.97; 15.013103; 184707.20670886
2608.01; 15.20968; 184738.17230439
2610.04; 15.437895; 184769.60252689
2612.08; 15.67804; 184801.52166258
2614.11; 15.905252; 184833.90338366
2616.15; 16.094098; 184866.66957748
2618.19; 16.22421; 184899.70066882
2620.22; 16.285598; 184932.85673985
2622.26; 16.282017; 184966.00552059
2624.29; 16.231171; 184999.05078316
2626.33; 16.161301; 185031.95379672
2628.36; 16.104811; 185064.74180167
2630.40; 16.090533; 185097.50073864
2632.44; 16.136767; 185130.35380291
2634.47; 16.247067; 185163.43142997
2636.51; 16.409977; 185196.84072588
2638.54; 16.602671; 185230.64233129
2640.58; 16.797346; 185264.84027846
2642.62; 16.968379; 185299.38643285
2644.65; 17.098244; 185334.19698192
2646.69; 17.180753; 185369.17551264
2648.72; 17.221177; 185404.23634329
2650.76; 17.233845; 185439.32296495
2652.80; 17.238443; 185474.41894784
2654.83; 17.256315; 185509.55131635
2656.87; 17.307622; 185544.78814012
2658.90; 17.409524; 185580.23242826
2660.94; 17.57498; 185616.01357133
2662.98; 17.811545; 185652.27633938
2665.01; 18.119826; 185689.16674099
2667.05; 18.491815; 185726.81448094
2669.08; 18.909844; 185765.3132907
2671.12; 19.347133; 185804.70238327
2673.15; 19.770644; 185844.95370824
2675.19; 20.146227; 185885.96968873
2677.23; 20.445214; 185927.59438029
2679.26; 20.650921; 185969.63787348
2681.30; 20.763324; 186011.91020837
2683.33; 20.800495; 186054.25822149
2685.37; 20.796214; 186096.59751883
2687.41; 20.794112; 186138.93253648
2689.44; 20.839605; 186181.36017374
2691.48; 20.971357; 186224.05604636
2693.51; 21.21409; 186267.24610205
2695.55; 21.574208; 186311.16932834
2697.59; 22.039071; 186356.0389758
2699.62; 22.579961; 186402.00982816
2701.66; 23.15803; 186449.15757908
2703.69; 23.73186; 186497.47359779
2705.73; 24.264896; 186546.87483143
2707.77; 24.73104; 186597.22509514
2709.80; 25.117163; 186648.36147127
2711.84; 25.422158; 186700.11879195
2713.87; 25.653247; 186752.34658899
2715.91; 25.821102; 186804.91612376
2717.94; 25.93575; 186857.71907335
2719.98; 26.004808; 186910.66261865
2722.02; 26.034531; 186963.66667714
2724.05; 26.032831; 187016.66727426
2726.09; 26.012357; 187069.62618808
2728.12; 25.991558; 187122.54275616
2730.16; 25.992501; 187175.46124487
2732.20; 26.03586; 187228.46800952
2734.23; 26.135151; 187281.6769215
2736.27; 26.293181; 187335.20756907
2738.30; 26.503158; 187389.16571077
2740.34; 26.754993; 187443.63656704
2742.38; 27.044782; 187498.69740986
2744.41; 27.383349; 187554.44754484
2746.45; 27.799255; 187611.0444285
2748.48; 28.33332; 187668.72862292
2750.52; 29.024997; 187727.8210114
2752.56; 29.8947; 187788.68404103
2754.59; 30.928711; 187851.65222825
2756.63; 32.073267; 187916.95063115
2758.66; 33.241613; 187984.62768686
2760.70; 34.333059; 188054.5268327
2762.73; 35.258227; 188126.3095393
2764.77; 35.961869; 188199.52480153
2766.81; 36.435091; 188273.70350179
2768.84; 36.712572; 188348.44712976
2770.88; 36.856105; 188423.48297811
2772.91; 36.931018; 188498.6713433
2774.95; 36.984779; 188573.96916124
2776.99; 37.03599; 188649.37124109
2779.02; 37.077579; 188724.85799284
2781.06; 37.09203; 188800.37416497
2783.09; 37.071517; 188875.8485743
2785.13; 37.033854; 188951.24630576
2787.17; 37.027037; 189026.6301583
2789.20; 37.119993; 189102.20325981
2791.24; 37.382877; 189178.31157101
2793.27; 37.864464; 189255.40035249
2795.31; 38.575168; 189333.93606464
2797.35; 39.481778; 189414.3175575
2799.38; 40.515294; 189496.80319985
2801.42; 41.588333; 189581.47345757
2803.45; 42.615586; 189668.23511242
2805.49; 43.530633; 189756.85972512
2807.52; 44.294949; 189847.04041777
2809.56; 44.898585; 189938.45006186
2811.60; 45.355211; 190030.78935714
2813.63; 45.6954; 190123.82124816
2815.67; 45.961195; 190217.3942736
2817.70; 46.20274; 190311.45906402
2819.74; 46.475634; 190406.07944341
2821.78; 46.8368; 190501.4351262
2823.81; 47.337604; 190597.81040279
2825.85; 48.015041; 190695.56488172
2827.88; 48.883834; 190795.08814926
2829.92; 49.932975; 190896.74737794
2831.96; 51.128957; 191000.84152182
2833.99; 52.425211; 191107.57472682
2836.03; 53.774293; 191217.05454548
2838.06; 55.137719; 191329.31018344
2840.10; 56.489073; 191444.31706159
2842.14; 57.808924; 191562.01104131
2844.17; 59.074132; 191682.28087545
2846.21; 60.247334; 191804.93924879
2848.24; 61.27324; 191929.68627808
2850.28; 62.086155; 192056.08833189
2852.32; 62.628556; 192183.59466604
2854.35; 62.875359; 192311.60346987
2856.39; 62.854968; 192439.57075915
2858.42; 62.657881; 192567.1367978
2860.46; 62.42705; 192694.23288448
2862.49; 62.330178; 192821.1317479
2864.53; 62.520668; 192948.41843215
2866.57; 63.098476; 193076.88148313
2868.60; 64.083012; 193207.34896527
2870.64; 65.407001; 193340.51197347
2872.67; 66.933904; 193476.78362454
2874.71; 68.494297; 193616.23210182
2876.75; 69.930807; 193758.60518902
2878.78; 71.138798; 193903.43764139
2880.82; 72.091578; 194050.20987161
2882.85; 72.843815; 194198.51359264
2884.89; 73.513434; 194348.1806005
2886.93; 74.248333; 194499.34379784
2888.96; 75.188026; 194652.42012889
2891.00; 76.430793; 194808.02662802
2893.03; 78.01424; 194966.85688717
2895.07; 79.912489; 195129.5518174
2897.11; 82.04821; 195296.59489194
2899.14; 84.313879; 195468.25067215
2901.18; 86.595186; 195644.55099809
2903.21; 88.79048; 195825.32075173
2905.25; 90.822784; 196010.2281026
2907.28; 92.644158; 196198.84361199
2909.32; 94.234489; 196390.69689876
2911.36; 95.597686; 196585.32553745
2913.39; 96.757388; 196782.31522828
2915.43; 97.752708; 196981.33130456
2917.46; 98.63313; 197182.139845
2919.50; 99.451472; 197384.61445981
2921.54; 100.25509; 197588.72516301
2923.57; 101.07754; 197794.51031725
2925.61; 101.9347; 198002.0405643
2927.64; 102.82894; 198211.39140701
2929.68; 103.76298; 198422.64388335
2931.72; 104.76032; 198635.92685598
2933.75; 105.88498; 198851.49953104
2935.79; 107.2509; 199069.85311083
2937.82; 109.01278; 199291.79372552
2939.86; 111.3356; 199518.46339855
2941.90; 114.3485; 199751.26707739
2943.93; 118.09623; 199991.70080829
2945.97; 122.50532; 200241.11107157
2948.00; 127.37986; 200500.44546687
2950.04; 132.43298; 200770.06758372
2952.07; 137.34813; 201049.69651982
2954.11; 141.85238; 201338.49572901
2956.15; 145.77833; 201635.2878245
2958.18; 149.09322; 201938.82876271
2960.22; 151.88487; 202248.05324929
2962.25; 154.30891; 202562.2128662
2964.29; 156.51673; 202880.86742643
2966.33; 158.591; 203203.7450255
2968.36; 160.51363; 203530.53691441
2970.40; 162.1794; 203860.72018002
2972.43; 163.45144; 204193.49321071
2974.47; 164.23818; 204527.867971
2976.51; 164.56284; 204862.9037133
2978.54; 164.59783; 205198.01068344
2980.58; 164.64832; 205533.22045695
2982.61; 165.08723; 205869.32381749
2984.65; 166.26075; 206207.81635909
2986.69; 168.39421; 206550.65243959
2988.72; 171.52799; 206899.86862057
2990.76; 175.50309; 207257.17776231
2992.79; 179.99982; 207623.64186044
2994.83; 184.61636; 207999.5048391
2996.86; 188.96272; 208384.21663531
