#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
2998.90; 192.74297; 208776.62468405
3000.94; 195.80474; 209175.26624502
3002.97; 198.14724; 209578.67691779
3005.01; 199.89204; 209985.63986162
3007.04; 201.23168; 210395.33019652
3009.08; 202.37462; 210807.3474667
3011.12; 203.50326; 211221.66253736
3013.15; 204.75401; 211638.52403373
3015.19; 206.21982; 212058.36979946
3017.22; 207.96751; 212481.77369942
3019.26; 210.05858; 212909.43483981
3021.30; 212.56257; 213342.19388006
3023.33; 215.55587; 213781.04703692
3025.37; 219.10532; 214227.12656638
3027.40; 223.24135; 214681.62669326
3029.44; 227.92992; 215145.67233545
3031.48; 233.05328; 215620.14869457
3033.51; 238.40798; 216105.52676358
3035.55; 243.72422; 216601.72824357
3037.58; 248.70531; 217108.07078492
3039.62; 253.0806; 217623.32105248
3041.66; 256.66139; 218145.8614818
3043.69; 259.38707; 218673.95117635
3045.73; 261.35018; 219206.0375925
3047.76; 262.79174; 219741.05889281
3049.80; 264.06459; 220278.67161693
3051.83; 265.56904; 220819.34727052
3053.87; 267.67209; 221364.30453516
3055.91; 270.62702; 221915.27779674
3057.94; 274.51227; 222474.16108752
3059.98; 279.20602; 223042.60045407
3062.01; 284.40659; 223621.62773208
3064.05; 289.6977; 224211.42725248
3066.09; 294.64612; 224811.30133114
3068.12; 298.90902; 225419.85429038
3070.16; 302.32342; 226035.35867949
3072.19; 304.95281; 226656.21627285
3074.23; 307.07558; 227281.39565857
3076.27; 309.11569; 227910.72852627
3078.30; 311.53172; 228544.98022452
3080.34; 314.69337; 229185.66877338
3082.37; 318.7784; 229834.67407687
3084.41; 323.71805; 230493.73608575
3086.45; 329.20575; 231163.97058891
3088.48; 334.76634; 231845.52596303
3090.52; 339.86716; 232537.46616712
3092.55; 344.0423; 233237.90659688
3094.59; 346.9993; 233944.36723078
3096.62; 348.68424; 234654.2582522
3098.66; 349.29268; 235365.38799707
3100.70; 349.22743; 236076.38489663
3102.73; 349.01545; 236786.95022963
3104.77; 349.20365; 237497.89871702
3106.80; 350.256; 238210.9897085
3108.84; 352.47293; 238928.5941756
3110.88; 355.94859; 239653.27478439
3112.91; 360.57401; 240387.37235743
3114.95; 366.08418; 241132.68814961
3116.98; 372.13677; 241890.32650635
3119.02; 378.40196; 242660.7202421
3121.06; 384.63844; 243443.81090496
3123.09; 390.73433; 244239.31227149
3125.13; 396.70194; 245046.96317501
3127.16; 402.63107; 245866.6852903
3129.20; 408.62095; 246698.60228803
3131.24; 414.71955; 247542.93550938
3133.27; 420.89685; 248399.8451796
3135.31; 427.06438; 249269.31139669
3137.34; 433.13239; 250151.13156783
3139.38; 439.07683; 251045.05409612
3141.41; 444.97951; 251950.99397455
3143.45; 451.01299; 252869.21750147
3145.49; 457.36378; 253800.37069175
3147.52; 464.1166; 254745.27203087
3149.56; 471.14502; 255704.4826288
3151.59; 478.05953; 256677.77057537
3153.63; 484.24771; 257663.65712071
3155.67; 489.00821; 258659.2356385
3157.70; 491.74283; 259660.38159296
3159.74; 492.14495; 260662.34623196
3161.77; 490.32012; 261660.59568659
3163.81; 486.79707; 262651.67250288
3165.85; 482.4272; 263633.85264002
3167.88; 478.21088; 264607.44871655
3169.92; 475.11228; 265574.73632322
3171.95; 473.92203; 266539.60067632
3173.99; 475.19918; 267507.06519028
3176.03; 479.2846; 268482.84726752
3178.06; 486.34462; 269473.00293453
3180.10; 496.39299; 270483.61622642
3182.13; 509.25645; 271520.41840271
3184.17; 524.48676; 272588.22817322
3186.20; 541.26326; 273690.19345177
3188.24; 558.3536; 274826.95318346
3190.28; 574.19384; 275995.96227797
3192.31; 587.11122; 277191.27005746
3194.35; 595.65696; 278403.97621265
3196.38; 598.96446; 279623.41615166
3198.42; 597.02244; 280838.90232139
3200.46; 590.76443; 282041.64772141
3202.49; 581.92493; 283226.39666373
3204.53; 572.68205; 284392.32788511
3206.56; 565.17249; 285542.97029063
3208.60; 561.00595; 286685.12998722
3210.64; 560.90788; 287827.09002039
3212.67; 564.58338; 288976.53305174
3214.71; 570.83298; 290138.69973651
3216.74; 577.88312; 291315.2198893
3218.78; 583.84022; 292503.86817965
3220.82; 587.15119; 293699.25733288
3222.85; 586.95866; 294894.25450029
3224.89; 583.27187; 296081.74569732
3226.92; 576.92339; 297256.31193009
3228.96; 569.33322; 298415.4252393
3231.00; 562.14587; 299559.9057197
3233.03; 556.83149; 300693.56656783
3235.07; 554.34704; 301822.16929546
3237.10; 554.93594; 302951.9709716
3239.14; 558.10929; 304088.23331237
3241.17; 562.80658; 305234.05894544
3243.21; 567.68864; 306389.82401723
3245.25; 571.4822; 307553.31244849
3247.28; 573.28369; 308720.46855706
3249.32; 572.74259; 309886.52303287
3251.35; 570.08063; 311047.15799238
3253.39; 565.95102; 312199.38541907
3255.43; 561.18809; 313341.91594786
3257.46; 556.5281; 314474.95913288
3259.50; 552.38674; 315599.57086083
3261.53; 548.75822; 316716.79524406
3263.57; 545.26081; 317826.89919712
3265.61; 541.30863; 318928.95685959
3267.64; 536.35326; 320020.9257978
3269.68; 530.12092; 321100.20623476
3271.71; 522.77653; 322164.53413687
3273.75; 514.96912; 323212.96682519
3275.79; 507.74705; 324246.69600177
3277.82; 502.36464; 325269.46704829
3279.86; 500.02642; 326287.47767896
3281.89; 501.62703; 327308.74701018
3283.93; 507.54283; 328342.06041152
3285.96; 517.51855; 329395.6835055
3288.00; 530.67169; 330476.08527736
3290.04; 545.61408; 331586.90844705
3292.07; 560.66606; 332728.37615763
3294.11; 574.12101; 333897.23699243
3296.14; 584.50695; 335087.24269427
3298.18; 590.79394; 336290.04816242
3300.22; 592.50945; 337496.34627
3302.25; 589.74702; 338697.02030339
3304.29; 583.08032; 339884.12150671
3306.32; 573.41703; 341051.5490882
3308.36; 561.83721; 342195.40116016
3310.40; 549.45614; 343314.04644529
3312.43; 537.3337; 344408.01148868
3314.47; 526.42861; 345479.77471602
3316.50; 517.57614; 346533.51506299
3318.54; 511.46029; 347574.80407126
3320.58; 508.55975; 348610.18782463
3322.61; 509.06651; 349646.60329806
3324.65; 512.79952; 350690.61885953
3326.68; 519.15092; 351747.56532082
3328.72; 527.10256; 352820.70063588
3330.75; 535.33354; 353910.59352068
3332.79; 542.41112; 355014.89575768
3334.83; 547.02826; 356128.59808424
3336.86; 548.23219; 357244.75150624
3338.90; 545.58755; 358355.5206692
3340.93; 539.23456; 359453.35569982
3342.97; 529.83207; 360532.04806229
3345.01; 518.40589; 361587.47771377
3347.04; 506.14517; 362617.94559609
3349.08; 494.19648; 363624.08698144
3351.11; 483.49771; 364608.44659199
3353.15; 474.6757; 365574.84535639
3355.19; 468.01164; 366527.67665856
3357.22; 463.46276; 367471.24684521
3359.26; 460.72239; 368409.23786158
3361.29; 459.30107; 369344.3352029
3363.33; 458.61722; 370278.0402833
3365.37; 458.08997; 371210.67192823
3367.40; 457.22861; 372141.54992415
3369.44; 455.71038; 373069.33692873
3371.47; 453.43474; 373992.49091836
3373.51; 450.54083; 374909.7531659
3375.54; 447.3781; 375820.57635847
3377.58; 444.42861; 376725.39465554
3379.62; 442.19172; 377625.65883531
3381.65; 441.05277; 378523.60420122
3383.69; 441.16485; 379421.77776604
3385.72; 442.37265; 380322.41031098
3387.76; 444.20002; 381226.76322426
3389.80; 445.91018; 382134.59785967
3391.83; 446.63146; 383043.90095994
3393.87; 445.52674; 383950.95495787
3395.90; 441.97336; 384850.77458087
3397.94; 435.71554; 385737.853812
3399.98; 426.95402; 386607.09533894
3402.01; 416.34803; 387454.74400214
3404.05; 404.92181; 388279.12985354
3406.08; 393.88855; 389081.05294073
3408.12; 384.42528; 389863.7096285
3410.16; 377.44608; 390632.15727709
3412.19; 373.42524; 391392.41883635
3414.23; 372.31233; 392150.41459834
3416.26; 373.55993; 392910.95037731
3418.30; 376.25622; 393676.97557162
3420.34; 379.32726; 394449.25313334
3422.37; 381.75632; 395226.47606041
3424.41; 382.76543; 396005.75343902
3426.44; 381.91875; 396783.30704607
3428.48; 379.13391; 397555.19096914
3430.51; 374.61602; 398317.87684919
3432.55; 368.75032; 399068.62067223
3434.59; 361.99592; 399805.61311865
3436.62; 354.81259; 400527.98092366
3438.66; 347.63138; 401235.72840786
3440.69; 340.85646; 401929.68273896
3442.73; 334.87078; 402611.4507402
3444.77; 330.01827; 403283.33944922
3446.80; 326.55006; 403948.16719581
3448.84; 324.54509; 404608.91298461
3450.87; 323.83551; 405268.21412868
3452.91; 323.97534; 405927.79996523
3454.95; 324.28095; 406588.00798342
3456.98; 323.94798; 407247.53811947
3459.02; 322.2201; 407903.55043165
3461.05; 318.5617; 408552.11455605
3463.09; 312.78118; 409188.91003958
3465.13; 305.06476; 409809.99555867
3467.16; 295.9103; 410412.44339612
3469.20; 285.9841; 410994.68233785
3471.23; 275.94879; 411556.49026225
3473.27; 266.318; 412098.69072665
3475.30; 257.3802; 412622.69460937
3477.34; 249.20698; 413130.05852185
3479.38; 241.72954; 413622.19900804
3481.41; 234.84472; 414100.32259521
3483.45; 228.50547; 414565.54001614
3485.48; 222.76196; 415019.06414891
3487.52; 217.74263; 415462.36935607
3489.56; 213.58926; 415897.2186516
3491.59; 210.37709; 416325.5282461
3493.63; 208.05417; 416749.10859035
3495.66; 206.42378; 417169.36958717
3497.70; 205.17536; 417587.08890702
3499.74; 203.95139; 418002.31633628
3501.77; 202.42592; 418414.4380356
3503.81; 200.36968; 418822.37340816
3505.84; 197.6847; 419224.84240413
3507.88; 194.40375; 419620.63166846
3509.92; 190.66145; 420008.80193328
3511.95; 186.65051; 420388.80626732
3513.99; 182.57672; 420760.51671508
3516.02; 178.62229; 421124.17628828
3518.06; 174.92145; 421480.30125428
3520.09; 171.54787; 421829.55790912
3522.13; 168.512; 422172.63380752
3524.17; 165.76645; 422510.1200024
3526.20; 163.21876; 422842.41931508
3528.24; 160.75083; 423169.694137
3530.27; 158.24286; 423491.86294447
3532.31; 155.59763; 423808.6462879
3534.35; 152.75979; 424119.65202698
3536.38; 149.72532; 424424.47985563
3538.42; 146.53909; 424722.82080407
3540.45; 143.28195; 425014.53049651
3542.49; 140.052; 425299.66427307
3544.53; 136.94569; 425578.47387297
3546.56; 134.0433; 425851.37447111
3548.60; 131.40039; 426118.8943271
3550.63; 129.04417; 426381.61711078
3552.67; 126.97241; 426640.12197266
3554.71; 125.15298; 426894.9226317
3556.74; 123.52407; 427146.40696883
3558.78; 121.99725; 427394.78283824
3560.81; 120.46598; 427640.04118235
3562.85; 118.82072; 427881.94992319
3564.88; 116.96887; 428120.08844741
3566.92; 114.8547; 428353.92270058
3568.96; 112.47309; 428582.908195
3570.99; 109.87186; 428806.59782638
3573.03; 107.14119; 429024.72804281
3575.06; 104.39271; 429237.2625913
3577.10; 101.73484; 429444.38595295
3579.14; 99.251666; 429646.45378011
3581.17; 96.991152; 429843.91939532
3583.21; 94.964818; 430037.25956928
3585.24; 93.156697; 430226.91856405
3587.28; 91.536725; 430413.27943715
3589.32; 90.073088; 430596.66047086
3591.35; 88.73964; 430777.32671894
3593.39; 87.517287; 430955.50436167
3595.42; 86.390698; 431131.38836723
3597.46; 85.343; 431305.13934919
3599.50; 84.3509; 431476.87050146
3601.53; 83.38159; 431646.62822286
3603.57; 82.391654; 431814.3705202
3605.60; 81.327823; 431979.94694976
3607.64; 80.129827; 432143.08436207
3609.67; 78.736248; 432303.38456837
3611.71; 77.094376; 432460.34206345
3613.75; 75.173965; 432613.38976779
3615.78; 72.982716; 432761.9762791
3617.82; 70.578989; 432905.6690086
3619.85; 68.076083; 433044.26603862
3621.89; 65.633353; 433177.88988036
3623.93; 63.432639; 433307.03325868
3625.96; 61.643257; 433432.53361021
3628.00; 60.383293; 433555.46878397
3630.03; 59.687511; 433676.98740596
3632.07; 59.491498; 433798.10696059
3634.11; 59.637702; 433919.52417589
3636.14; 59.903001; 434041.48151688
3638.18; 60.041244; 434163.72030868
3640.21; 59.830114; 434285.5292567
3642.25; 59.110764; 434405.87367007
3644.29; 57.81135; 434523.57259008
3646.32; 55.9506; 434637.48318206
3648.36; 53.623204; 434746.65539823
3650.39; 50.973249; 434850.43253322
3652.43; 48.163796; 434948.48986436
3654.47; 45.350035; 435040.81862184
3656.50; 42.660667; 435127.67205868
3658.54; 40.188788; 435209.49296285
3660.57; 37.990698; 435286.83874484
3662.61; 36.089601; 435360.31405742
3664.64; 34.481213; 435430.51483126
3666.68; 33.139382; 435497.98375273
3668.72; 32.021192; 435563.17613545
3670.75; 31.07199; 435626.43602589
3672.79; 30.231002; 435687.98373603
3674.82; 29.437761; 435747.91647674
3676.86; 28.638896; 435806.22279759
3678.90; 27.794221; 435862.80943246
3680.93; 26.880983; 435917.53679422
3682.97; 25.895452; 435970.25769968
3685.00; 24.851637; 436020.8534873
3687.04; 23.777534; 436069.26249487
3689.08; 22.709681; 436115.49744472
3691.11; 21.68689; 436159.65008082
3693.15; 20.743991; 436201.88305525
3695.18; 19.906276; 436242.4105154
3697.22; 19.185351; 436281.47023455
3699.26; 18.577063; 436319.29153096
3701.29; 18.062112; 436356.06443258
3703.33; 17.609606; 436391.91607096
3705.36; 17.183187; 436426.89955708
3707.40; 16.748622; 436460.99830651
3709.43; 16.281101; 436494.14522246
3711.47; 15.770316; 436526.25222489
3713.51; 15.221861; 436557.24262027
3715.54; 14.654492; 436587.07790054
3717.58; 14.094092; 436615.77225636
3719.61; 13.566242; 436643.39195417
3721.65; 13.089706; 436670.04146546
3723.69; 12.672787; 436695.84216574
3725.72; 12.313375; 436720.91113383
3727.76; 12.002176; 436745.34652785
3729.79; 11.727513; 436769.22273202
3731.83; 11.479676; 436792.59436164
3733.87; 11.253227; 436815.50496133
3735.90; 11.046697; 436837.9950825
3737.94; 10.860286; 436860.10568734
3739.97; 10.693028; 436881.87576928
3742.01; 10.540974; 436903.33628316
3744.05; 10.397392; 436924.50447505
3746.08; 10.254923; 436945.38261292
3748.12; 10.108686; 436965.96302556
3750.15; 9.9587755; 436986.23823295
3752.19; 9.8108228; 437006.21222151
3754.22; 9.6740883; 437025.90783037
3756.26; 9.5576136; 437045.36630687
3758.30; 9.4658571; 437064.63797502
3760.33; 9.3955495; 437083.76650294
3762.37; 9.3351435; 437102.77204948
3764.40; 9.2673158; 437121.63950468
3766.44; 9.1738747; 437140.31672192
3768.48; 9.0415419; 437158.72452099
3770.51; 8.8667261; 437176.77641017
3772.55; 8.6577; 437194.4027401
3774.58; 8.4334045; 437211.57242378
3776.62; 8.2191515; 437228.30590681
3778.66; 8.040428; 437244.67552435
3780.69; 7.9165491; 437260.79293506
3782.73; 7.8559107; 437276.78689123
3784.76; 7.854101; 437292.77716298
3786.80; 7.8952944; 437308.85130105
3788.84; 7.956441; 437325.04992824
3790.87; 8.0130215; 437341.36374855
3792.91; 8.0447725; 437357.74221097
3794.94; 8.0398727; 437374.11069782
3796.98; 7.996598; 437390.39108125
3799.01; 7.9222215; 437406.52004056
3801.05; 7.8297415; 437422.46071846
3803.09; 7.7336105; 437438.20568191
3805.12; 7.6458355; 437453.77194309
3807.16; 7.5735706; 437469.19107919
3809.19; 7.5187213; 437484.49854681
3811.23; 7.4793401; 437499.72583768
3813.27; 7.4519809; 437514.89742756
3815.30; 7.433914; 437530.03223492
3817.34; 7.4242739; 437545.14741578
3819.37; 7.4237385; 437560.26150663
3821.41; 7.4330112; 437575.39447591
3823.45; 7.4509136; 437590.56389299
3825.48; 7.4730897; 437605.77845866
3827.52; 7.4920832; 437621.03169341
3829.55; 7.4989797; 437636.29896892
3831.59; 7.4861326; 437651.54008872
3833.63; 7.4499899; 437666.70762526
3835.66; 7.3929208; 437681.75897406
3837.70; 7.3232487; 437696.66847629
3839.73; 7.2533331; 437711.43563656
3841.77; 7.1962497; 437726.08657991
3843.81; 7.1621299; 437740.66805836
3845.84; 7.155357; 437755.23574758
3847.88; 7.1735115; 437769.84039788
3849.91; 7.2083571; 437784.51599087
3851.95; 7.2484674; 437799.27324483
3853.98; 7.2825827; 437814.09995467
3856.02; 7.3026143; 437828.96744709
3858.06; 7.3054212; 437843.84065426
3860.09; 7.2929741; 437858.68852016
3862.13; 7.2710813; 437873.49181414
3864.16; 7.2472883; 437888.24666769
3866.20; 7.2287235; 437902.96372493
3868.24; 7.2205313; 437917.6641035
3870.27; 7.2252001; 437932.37398729
3872.31; 7.2427112; 437947.11952218
3874.34; 7.2711648; 437961.9229862
3876.38; 7.3074701; 437976.8003646
3878.42; 7.3478125; 437991.75987673
3880.45; 7.3878441; 438006.80088962
3882.49; 7.4227523; 438021.91297269
3884.52; 7.4474547; 438037.07534775
3886.56; 7.4570941; 438052.25734785
3888.60; 7.4478311; 438067.42048912
3890.63; 7.4177322; 438082.52235169
3892.67; 7.3674468; 438097.5218376
3894.70; 7.300397; 438112.38481586
3896.74; 7.2223681; 438127.08893397
3898.77; 7.1405968; 438141.62657276
3900.81; 7.0626142; 438156.00544573
3902.85; 6.9951427; 438170.24695264
3904.88; 6.9432612; 438184.38283312
3906.92; 6.9098976; 438198.45078834
3908.95; 6.8955789; 438212.48959182
3910.99; 6.8983253; 438226.53398671
3913.03; 6.9136555; 438240.60959271
3915.06; 6.9347961; 438254.72823898
3917.10; 6.9532839; 438268.88452483
3919.13; 6.9601234; 438283.05473531
3921.17; 6.9474769; 438297.19919877
3923.21; 6.9105984; 438311.26858068
3925.24; 6.8494771; 438325.21352486
3927.28; 6.7695844; 438338.99581437
3929.31; 6.6812808; 438352.59832546
3931.35; 6.5978282; 438366.03093424
3933.39; 6.5324287; 438379.33039537
3935.42; 6.4950995; 438392.55385749
3937.46; 6.4903197; 438405.76758823
3939.49; 6.5161868; 438419.0339822
3941.53; 6.5653469; 438432.40046184
3943.56; 6.6273801; 438445.89323574
3945.60; 6.6918504; 438459.51726556
3947.64; 6.7510297; 438473.26177935
3949.67; 6.8014567; 438487.10895828
3951.71; 6.8439205; 438501.04258979
3953.74; 6.8820069; 438515.05376188
3955.78; 6.9198138; 438529.1419055
3957.82; 6.9596705; 438543.31119399
3959.85; 7.0006334; 438557.56387939
3961.89; 7.0382174; 438571.8930826
3963.92; 7.065396; 438586.27761903
3965.96; 7.0745039; 438600.68069836
3968.00; 7.0594349; 438615.05309846
3970.03; 7.0174869; 438629.34009623
3972.07; 6.9503571; 438643.49042345
3974.10; 6.8640523; 438657.46504161
3976.14; 6.7677785; 438671.24365462
3978.18; 6.672113; 438684.82750083
3980.21; 6.5869107; 438698.23788254
3982.25; 6.5194211; 438711.51086125
3984.28; 6.4730089; 438724.68934866
3986.32; 6.44671; 438737.81429379
3988.35; 6.4356535; 438750.91672897
3990.39; 6.432189; 438764.0121106
3992.43; 6.4274218; 438777.09778668
3994.46; 6.4128101; 438790.15371452
3996.50; 6.3815146; 438803.14592754
3998.53; 6.3293077; 438816.0318518
4000.57; 6.2549821; 438828.76645547
4002.61; 6.1603164; 438841.30832798
4004.64; 6.0497079; 438853.62501112
4006.68; 5.9295738; 438865.69711161
4008.71; 5.8075787; 438877.52084054
4010.75; 5.6917095; 438889.10866981
4012.79; 5.5892322; 438900.48786429
4014.82; 5.5056313; 438911.69685453
4016.86; 5.4437227; 438922.77980409
4018.89; 5.4031873; 438933.78022704
4020.93; 5.3807357; 438944.73494049
4022.97; 5.3709681; 438955.66976792
4025.00; 5.3677716; 438966.59808761
4027.04; 5.3658805; 438977.52255724
4029.07; 5.3621118; 438988.43935413
4031.11; 5.3558499; 438999.34340226
4033.15; 5.3485907; 439010.23267132
4035.18; 5.3426958; 439021.10993882
4037.22; 5.3398197; 439031.98135082
4039.25; 5.3396342; 439042.85238523
4041.29; 5.3393959; 439053.72293454
4043.32; 5.3346051; 439064.58373008
4045.36; 5.3205864; 439075.4159847
4047.40; 5.2944432; 439086.19501407
4049.43; 5.2566474; 439096.8970945
4051.47; 5.2116107; 439107.50748407
4053.50; 5.1669188; 439118.02688492
4055.54; 5.1313808; 439128.47393339
4057.58; 5.1124759; 439138.8824931
4059.61; 5.1140189; 439149.29419431
4061.65; 5.1348136; 439159.74823173
4063.68; 5.1687493; 439170.27135914
4065.72; 5.2063248; 439180.87098704
4067.76; 5.2371252; 439191.53332199
4069.79; 5.2524825; 439202.22692296
4071.83; 5.2475196; 439212.91042004
4073.86; 5.2220059; 439223.54197346
4075.90; 5.1798476; 439234.08769619
4077.94; 5.1274728; 439244.52678824
4079.97; 5.0716909; 439254.8523132
4082.01; 5.0177268; 439265.06797195
4084.04; 4.9680182; 439275.18242818
4086.08; 4.9220794; 439285.20335701
4088.11; 4.8773724; 439295.13326632
4090.15; 4.8308066; 439304.9683716
4092.19; 4.7803104; 439314.70067103
4094.22; 4.7259263; 439324.32224903
4096.26; 4.6700602; 439333.83008864
4098.29; 4.6168112; 439343.22951779
4100.33; 4.5706099; 439352.53488504
4102.37; 4.5346259; 439361.76699197
4104.40; 4.509478; 439370.94789994
4106.44; 4.4926904; 439380.09462986
4108.47; 4.4791036; 439389.21369819
4110.51; 4.4621469; 439398.29824408
4112.55; 4.4356074; 439407.32875795
4114.58; 4.3953704; 439416.2773528
4116.62; 4.3406105; 439425.11446122
4118.65; 4.2740822; 439433.81612376
4120.69; 4.2014317; 439442.36987604
4122.73; 4.1297441; 439450.77767864
4124.76; 4.0657574; 439459.05520984
4126.80; 4.0142445; 439467.22786527
4128.83; 3.9769833; 439475.32465998
4130.87; 3.9525263; 439483.37166248
4132.90; 3.9367383; 439491.386522
4134.94; 3.9238625; 439499.37516735
4136.98; 3.9077808; 439507.33107171
4139.01; 3.8831545; 439515.23683922
4141.05; 3.846244; 439523.06746003
4143.08; 3.7953477; 439530.79446046
4145.12; 3.7309123; 439538.39027591
4147.16; 3.6554014; 439545.83235775
4149.19; 3.5729895; 439553.10665603
4151.23; 3.4890894; 439560.21014087
4153.26; 3.409692; 439567.15197959
4155.30; 3.3405174; 439573.95298475
4157.34; 3.286053; 439580.64310513
4159.37; 3.248654; 439587.25708439
4161.41; 3.2279404; 439593.82889242
4163.44; 3.2207074; 439600.3859747
4165.48; 3.2214535; 439606.94457599
4167.52; 3.2234528; 439613.50724777
4169.55; 3.2201254; 439620.06314507
4171.59; 3.2063524; 439626.59100187
4173.62; 3.1793974; 439633.06398063
4175.66; 3.1392169; 439639.45515531
4177.69; 3.088142; 439645.74234594
4179.73; 3.0300975; 439651.91136287
4181.77; 2.9696361; 439657.95728572
4183.80; 2.9110681; 439663.8839691
4185.84; 2.857865; 439669.70233562
4187.87; 2.8123787; 439675.42809587
4189.91; 2.7757927; 439681.07937019
4191.95; 2.74818; 439686.67442759
4193.98; 2.7285746; 439692.22956997
4196.02; 2.7150513; 439697.75718
4198.05; 2.7048908; 439703.26410414
4200.09; 2.6949245; 439708.75073784
4202.13; 2.682097; 439714.21125576
4204.16; 2.6641658; 439719.63526748
4206.20; 2.6403436; 439725.01077915
4208.23; 2.611631; 439730.32783452
4210.27; 2.5806478; 439735.58181065
4212.31; 2.5509181; 439740.77525968
4214.34; 2.525774; 439745.91751764
4216.38; 2.5072086; 439751.02197796
4218.41; 2.4950732; 439756.10173163
4220.45; 2.4869332; 439761.16491305
4222.49; 2.4786846; 439766.21130103
4224.52; 2.4657712; 439771.23139843
4226.56; 2.4446195; 439776.20843279
4228.59; 2.4138116; 439781.12274481
4230.63; 2.3745887; 439785.95720244
4232.66; 2.3304982; 439790.70189574
4234.70; 2.2862866; 439795.35657785
4236.74; 2.2464017; 439799.93005777
4238.77; 2.2136061; 439804.43676884
4240.81; 2.1881641; 439808.89168205
4242.84; 2.1678706; 439813.30527952
4244.88; 2.1489047; 439817.68026401
4246.92; 2.1272064; 439822.01107272
4248.95; 2.0999068; 439826.28630164
4250.99; 2.066325; 439830.49316095
4253.02; 2.0282039; 439834.62240909
4255.06; 1.9891148; 439838.67207524
4257.10; 1.9532454; 439842.64871422
4259.13; 1.9239878; 439846.56578738
4261.17; 1.9028045; 439850.43973306
4263.20; 1.8887438; 439854.28505243
4265.24; 1.8787577; 439858.11004086
4267.28; 1.868699; 439861.91455079
4269.31; 1.8546585; 439865.69047534
4271.35; 1.8341941; 439869.42473631
4273.38; 1.8070584; 439873.10375117
4275.42; 1.7752001; 439876.71790535
4277.45; 1.7420664; 439880.2646022
4279.49; 1.7114516; 439883.74897
4281.53; 1.6862801; 439887.18209073
4283.56; 1.6677132; 439890.57741078
4285.60; 1.6548508; 439893.94654418
4287.63; 1.6450959; 439897.29581749
4289.67; 1.6350363; 439900.62461033
4291.71; 1.6215432; 439903.92593228
4293.74; 1.6027324; 439907.1889572
4295.78; 1.5784977; 439910.40264219
4297.81; 1.550471; 439913.55926734
4299.85; 1.521454; 439916.65681647
4301.89; 1.4945191; 439919.69952836
4303.92; 1.4720706; 439922.69653712
4305.96; 1.4551513; 439925.65909952
4307.99; 1.4431864; 439928.59730241
4310.03; 1.4342194; 439931.51724928
4312.07; 1.4255422; 439934.41953023
4314.10; 1.4145153; 439937.29936123
4316.14; 1.3993298; 439940.14827585
4318.17; 1.3794994; 439942.95681748
4320.21; 1.3559604; 439945.71743579
4322.24; 1.3307818; 439948.42679261
4324.28; 1.3065969; 439951.08691114
4326.32; 1.2859387; 439953.70497128
4328.35; 1.2706677; 439956.29194099
4330.39; 1.2616358; 439958.86052252
4332.42; 1.2586396; 439961.42300415
4334.46; 1.260626; 439963.98952982
4336.50; 1.2660398; 439966.56707762
4338.53; 1.2731819; 439969.15916608
4340.57; 1.2804664; 439971.76608509
4342.60; 1.2865303; 439974.38534965
4344.64; 1.2902175; 439977.0121212
4346.68; 1.2905139; 439979.63949609
4348.71; 1.2865224; 439982.25874457
4350.75; 1.2775412; 439984.85970827
4352.78; 1.2632456; 439987.43156719
4354.82; 1.2439086; 439989.96405784
4356.86; 1.2205593; 439992.44901119
4358.89; 1.1949716; 439994.8818702
4360.93; 1.1694339; 439997.26273669
4362.96; 1.1463213; 439999.59654801
4365.00; 1.1275768; 440001.89219706
4367.03; 1.1142541; 440004.16072222
4369.07; 1.106273; 440006.41299865
4371.11; 1.1024772; 440008.6575471
4373.14; 1.1009883; 440010.89906428
4375.18; 1.0997524; 440013.13806516
4377.21; 1.0971052; 440015.37167674
4379.25; 1.092178; 440017.59525686
4381.29; 1.0850166; 440019.80425711
4383.32; 1.0763917; 440021.99569768
4385.36; 1.0673799; 440024.16879105
4387.39; 1.0588804; 440026.32458018
4389.43; 1.0512446; 440028.46482338
4391.47; 1.0441534; 440030.59062952
4393.50; 1.0367804; 440032.70142499
4395.54; 1.0281708; 440034.79469207
4397.57; 1.0176862; 440036.8666134
4399.61; 1.0053426; 440038.9134041
4401.65; 0.9919089; 440040.93284502
4403.68; 0.97872514; 440042.92544494
4405.72; 0.96730084; 440044.89478597
4407.75; 0.95883622; 440046.84689377
4409.79; 0.95383277; 440048.78881497
4411.82; 0.95192514; 440050.7268524
4413.86; 0.95198513; 440052.66501197
4415.90; 0.95245212; 440054.60412227
4417.93; 0.95177012; 440056.54184409
4419.97; 0.94878366; 440058.47348573
4422.00; 0.94297144; 440060.3932942
4424.04; 0.93446374; 440062.29578173
4426.08; 0.92386964; 440064.17670059
4428.11; 0.91200254; 440066.03345905
4430.15; 0.89961587; 440067.86499931
4432.18; 0.88724041; 440069.67134422
4434.22; 0.87516189; 440071.45309829
4436.26; 0.86351671; 440073.21114379
4438.29; 0.85243853; 440074.94663506
4440.33; 0.84217483; 440076.66123033
4442.36; 0.83311391; 440078.35737835
4444.40; 0.82570613; 440080.03844476
4446.44; 0.82031033; 440081.7085258
4448.47; 0.81702823; 440083.37192477
4450.51; 0.81559423; 440085.03240423
4452.54; 0.81536705; 440086.69242116
4454.58; 0.81543197; 440088.35257027
4456.62; 0.81478485; 440090.0114019
4458.65; 0.81254492; 440091.66567323
