#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
1522.86; 19.572753; 132480.39613682
1524.90; 20.060515; 132521.2376133
1526.94; 20.522016; 132563.01866724
1528.97; 20.960543; 132605.69252356
1531.01; 21.384672; 132649.22986942
1533.04; 21.807579; 132693.62821918
1535.08; 22.246491; 132738.92015537
1537.11; 22.721572; 132785.17931416
1539.15; 23.253573; 132832.5215812
1541.19; 23.86011; 132881.09870532
1543.22; 24.551325; 132931.08308416
1545.26; 25.326475; 132982.64560077
1547.29; 26.173191; 133035.93195955
1549.33; 27.070594; 133091.04535295
1551.37; 27.996127; 133148.04305225
1553.40; 28.934459; 133206.95111272
1555.44; 29.885564; 133267.79554205
1557.47; 30.868868; 133330.64189227
1559.51; 31.921215; 133395.63073168
1561.55; 33.088424; 133462.99590805
1563.58; 34.412487; 133533.05676143
1565.62; 35.918437; 133606.18359943
1567.65; 37.605583; 133682.7453214
1569.69; 39.446861; 133763.05572656
1571.73; 41.397623; 133847.3377136
1573.76; 43.411943; 133935.72068374
1575.80; 45.461624; 134028.27662761
1577.83; 47.551553; 134125.08748536
1579.87; 49.725714; 134226.32474839
1581.90; 52.060914; 134332.31627589
1583.94; 54.649387; 134443.57771121
1585.98; 57.575622; 134560.79670784
1588.01; 60.895315; 134684.77431268
1590.05; 64.624346; 134816.34390479
1592.08; 68.742689; 134956.29808672
1594.12; 73.213037; 135105.35351186
1596.16; 78.008386; 135264.1718542
1598.19; 83.138753; 135433.43518046
1600.23; 88.66647; 135613.95246164
1602.26; 94.702581; 135806.75874432
1604.30; 101.38308; 136013.16594362
1606.34; 108.83107; 136234.73660282
1608.37; 117.11677; 136473.17624498
1610.41; 126.22938; 136730.16836388
1612.44; 136.07172; 137007.19863344
1614.48; 146.48171; 137305.42274807
1616.52; 157.27506; 137625.62118783
1618.55; 168.29553; 137968.25636226
1620.59; 179.45509; 138333.61142925
1622.62; 190.74787; 138721.95763901
1624.66; 202.22975; 139133.67995166
1626.70; 213.96591; 139569.2960754
1628.73; 225.96039; 140029.33192994
1630.77; 238.08837; 140514.0593006
1632.80; 250.05332; 141023.14628385
1634.84; 261.38521; 141555.30402217
1636.87; 271.48475; 142108.02353989
1638.91; 279.7058; 142677.48041231
1640.95; 285.45727; 143258.64678594
1642.98; 288.30007; 143845.60085064
1645.02; 288.01638; 144431.97734914
1647.05; 284.63614; 145011.471963
1649.09; 278.41713; 145578.30520138
1651.13; 269.78703; 146127.56830832
1653.16; 259.26443; 146655.40830471
1655.20; 247.37901; 147159.05061722
1657.23; 234.60879; 147636.69387563
1659.27; 221.34496; 148087.33311801
1661.31; 207.88585; 148510.57076823
1663.34; 194.45344; 148906.46119307
1665.38; 181.22074; 149275.41097879
1667.41; 168.33772; 149618.13204239
1669.45; 155.9468; 149935.62627079
1671.49; 144.18442; 150229.17330602
1673.52; 133.1709; 150500.2977685
1675.56; 122.99506; 150750.70509337
1677.59; 113.70096; 150982.19043405
1679.63; 105.2827; 151196.53693152
1681.66; 97.689451; 151395.42422237
1683.70; 90.839023; 151580.36463443
1685.74; 84.63557; 151752.67535098
1687.77; 78.985973; 151913.48397443
1689.81; 73.810867; 152063.75652928
1691.84; 69.048673; 152204.3336679
1693.88; 64.653698; 152335.96301683
1695.92; 60.591167; 152459.32140334
1697.95; 56.832345; 152575.02715232
1699.99; 53.351877; 152683.64697033
1702.02; 50.127735; 152785.70271184
1704.06; 47.142572; 152881.68092058
1706.10; 44.384655; 152972.04424681
1708.13; 41.846889; 153057.24090144
1710.17; 39.523738; 153137.70782111
1712.20; 37.407089; 153213.865425
1714.24; 35.482922; 153286.10559154
1716.28; 33.730435; 153354.77784636
1718.31; 32.124227; 153420.18000095
1720.35; 30.63878; 153482.55791348
1722.38; 29.2534; 153542.11531114
1724.42; 27.955549; 153599.03039623
1726.45; 26.741193; 153653.473157
1728.49; 25.612087; 153705.61715565
1730.53; 24.571241; 153755.64208116
1732.56; 23.61852; 153803.72734871
1734.60; 22.748186; 153850.04069131
1736.63; 21.949233; 153894.72743552
1738.67; 21.208113; 153937.90532278
1740.71; 20.512428; 153979.66685628
1742.74; 19.853874; 154020.0876299
1744.78; 19.229161; 154059.2365426
1746.81; 18.638682; 154097.18329045
1748.85; 18.083701; 154134.00014464
1750.89; 17.563488; 154169.75789133
1752.92; 17.073741; 154204.51855435
1754.96; 16.606977; 154238.3289259
1756.99; 16.154682; 154271.21846324
1759.03; 15.710217; 154303.20311004
1761.07; 15.271244; 154334.29404482
1763.10; 14.840672; 154364.50837202
1765.14; 14.425829; 154393.87811493
1767.17; 14.036226; 154422.45465928
1769.21; 13.680773; 154450.30753341
1771.24; 13.365379; 154477.51829088
1773.28; 13.091556; 154504.1715682
1775.32; 12.856253; 154530.34578881
1777.35; 12.652693; 154556.10558007
1779.39; 12.471833; 154581.49715499
1781.42; 12.304032; 154606.54710253
1783.46; 12.14067; 154631.2644586
1785.50; 11.975518; 154655.64557958
1787.53; 11.805739; 154679.68104619
1789.57; 11.632327; 154703.36345911
1791.60; 11.459781; 154726.6945844
1793.64; 11.294928; 154749.69008217
1795.68; 11.144966; 154772.38027043
1797.71; 11.015155; 154794.80617574
1799.75; 10.90675; 154817.01137702
1801.78; 10.815833; 154839.03147907
1803.82; 10.733503; 154860.88396434
1805.86; 10.647464; 154882.56128157
1807.89; 10.544632; 154904.02924278
1809.93; 10.414057; 154925.23136394
1811.96; 10.249366; 154946.09818793
1814.00; 10.050135; 154966.55939607
1816.04; 9.8219291; 154986.55599605
1818.07; 9.5751274; 155006.05012907
1820.11; 9.3229525; 155025.03085571
1822.14; 9.0791923; 155043.51530769
1824.18; 8.8560745; 155061.54551106
1826.21; 8.6626014; 155079.18181984
1828.25; 8.5035139; 155096.49424016
1830.29; 8.3789503; 155113.55305984
1832.32; 8.284805; 155130.42020782
1834.36; 8.2137323; 155147.14265799
1836.39; 8.1566535; 155163.74890067
1838.43; 8.1045066; 155180.2489766
1840.47; 8.0498798; 155196.63783722
1842.50; 7.9881525; 155212.90102622
1844.54; 7.9178691; 155229.02112444
1846.57; 7.8402965; 155244.98329156
1848.61; 7.7583673; 155260.7786579
1850.65; 7.675414; 155276.40513832
1852.68; 7.5941388; 155291.86614943
1854.72; 7.5161333; 155307.16834822
1856.75; 7.4420026; 155322.31962332
1858.79; 7.3718792; 155337.32813309
1860.83; 7.3059532; 155352.20242322
1862.86; 7.2446675; 155366.95194109
1864.90; 7.1884221; 155381.58694801
1866.93; 7.1369096; 155396.11707994
1868.97; 7.0884361; 155410.54852416
1871.00; 7.0396473; 155424.88063846
1873.04; 6.9859506; 155439.103431
1875.08; 6.9226435; 155453.1973357
1877.11; 6.846435; 155467.13608642
1879.15; 6.7568365; 155480.89242235
1881.18; 6.656876; 155494.44524735
1883.22; 6.5527867; 155507.78615549
1885.26; 6.4526625; 155520.92321943
1887.29; 6.364434; 155533.88065782
1889.33; 6.2937649; 155546.69422007
1891.36; 6.2425133; 155559.40343838
1893.40; 6.2082279; 155572.0428545
1895.44; 6.1848213; 155584.63461687
1897.47; 6.1641931; 155597.18438208
1899.51; 6.1382907; 155609.68141224
1901.54; 6.1009862; 155622.10249357
1903.58; 6.0492392; 155634.41822254
1905.62; 5.9832733; 155646.59965058
1907.65; 5.9058211; 155658.62339266
1909.69; 5.8207876; 155670.47401386
1911.72; 5.731838; 155682.14354125
1913.76; 5.6413988; 155693.62894225
1915.79; 5.550376; 155704.92902882
1917.83; 5.458613; 155716.04229382
1919.87; 5.365835; 155726.96667087
1921.90; 5.2726541; 155737.70133947
1923.94; 5.1811934; 155748.24980203
1925.97; 5.0950451; 155758.62287412
1928.01; 5.0185311; 155768.84017037
1930.05; 4.9555092; 155778.92915944
1932.08; 4.9081459; 155788.92172083
1934.12; 4.876104; 155798.84904776
1936.15; 4.8564533; 155808.73636752
1938.19; 4.844359; 155818.59906443
1940.23; 4.8343338; 155828.44135087
1942.26; 4.8216433; 155838.25780054
1944.30; 4.8034139; 155848.03713678
1946.33; 4.7791053; 155857.76698263
1948.37; 4.7502391; 155867.43805941
1950.41; 4.7195338; 155877.04662293
1952.44; 4.6897839; 155886.59461829
1954.48; 4.6628862; 155896.08785227
1956.51; 4.6393319; 155905.53313158
1958.55; 4.6182935; 155914.93557851
1960.58; 4.5982129; 155924.29714308
1962.62; 4.5776186; 155933.6167794
1964.66; 4.5558324; 155942.89206103
1966.69; 4.5332829; 155952.12143374
1968.73; 4.5112999; 155961.30605099
1970.76; 4.4914687; 155970.45029364
1972.80; 4.4747913; 155979.56058248
1974.84; 4.4609876; 155988.64276821
1976.87; 4.4482337; 155997.69898817
1978.91; 4.4334902; 156006.72519165
1980.94; 4.4133697; 156015.7104314
1982.98; 4.3852937; 156024.63851097
1985.02; 4.348567; 156033.49181809
1987.05; 4.3049912; 156042.25640854
1989.09; 4.2587684; 156050.92689344
1991.12; 4.2156597; 156059.50961276
1993.16; 4.1816043; 156068.02299823
1995.20; 4.1611908; 156076.49482364
1997.23; 4.1564334; 156084.9569633
1999.27; 4.1662221; 156093.439032
2001.30; 4.1866115; 156101.9626116
2003.34; 4.2118478; 156110.53757028
2005.37; 4.235811; 156119.161316
2007.41; 4.2534246; 156127.82092143
2009.45; 4.2616226; 156136.49721725
2011.48; 4.259626; 156145.16944814
2013.52; 4.2485218; 156153.81907187
2015.55; 4.2303653; 156162.43173045
2017.59; 4.2071621; 156170.99714947
2019.63; 4.1800919; 156179.5074558
2021.66; 4.1492107; 156187.9548907
2023.70; 4.1136778; 156196.32998374
2025.73; 4.0723563; 156204.62094966
2027.77; 4.0245161; 156212.8145171
2029.81; 3.970356; 156220.89781917
2031.84; 3.9111496; 156228.86058213
2033.88; 3.8489776; 156236.69676828
2035.91; 3.7861613; 156244.40506583
2037.95; 3.7246161; 156251.98806286
2039.99; 3.6653608; 156259.45042107
2042.02; 3.6083488; 156266.79670779
2044.06; 3.5526725; 156274.02964235
2046.09; 3.4970574; 156281.14934944
2048.13; 3.4404745; 156288.15385852
2050.17; 3.3826644; 156295.04067134
2052.20; 3.3244064; 156301.80887579
2054.24; 3.2674473; 156308.46111646
2056.27; 3.2141171; 156315.00478144
2058.31; 3.1667476; 156321.45200629
2060.34; 3.1270693; 156327.81844943
2062.38; 3.095761; 156334.1211516
2064.42; 3.0722817; 156340.37605191
2066.45; 3.0550258; 156346.59582068
2068.49; 3.0417511; 156352.78856339
2070.52; 3.0301477; 156358.95768249
2072.56; 3.0183758; 156365.10283509
2074.60; 3.0054145; 156371.22159964
2076.63; 2.9911214; 156377.31126458
2078.67; 2.9759988; 156383.3701413
2080.70; 2.960759; 156389.39799113
2082.74; 2.9458485; 156395.39548453
2084.78; 2.9311111; 156401.36297378
2086.81; 2.9157229; 156407.29913403
2088.85; 2.8984405; 156413.20010868
2090.88; 2.8780857; 156419.05964274
2092.92; 2.8540973; 156424.87033844
2094.96; 2.8269346; 156430.62573322
2096.99; 2.7981529; 156436.32253112
2099.03; 2.7700713; 156441.96215717
2101.06; 2.7450925; 156447.55092859
2103.10; 2.7248713; 156453.09853144
2105.13; 2.7095991; 156458.61504132
2107.17; 2.6976645; 156464.10725337
2109.21; 2.685845; 156469.57540193
2111.24; 2.6700189; 156475.01132998
2113.28; 2.6462137; 156480.39879279
2115.31; 2.6116847; 156485.7159574
2117.35; 2.5656922; 156490.9394852
2119.39; 2.5097333; 156496.04908556
2121.42; 2.4471522; 156501.03127619
2123.46; 2.3822536; 156505.88133884
2125.49; 2.3192018; 156510.60303365
2127.53; 2.2610505; 156515.20633738
2129.57; 2.2091906; 156519.70405868
2131.60; 2.1633531; 156524.10845888
2133.64; 2.1221074; 156528.42888649
2135.67; 2.0836301; 156532.67097747
2137.71; 2.0464454; 156536.83736361
2139.75; 2.0098772; 156540.92930016
2141.78; 1.9740841; 156544.94836508
2143.82; 1.9397255; 156548.89747875
2145.85; 1.9074511; 156552.78088454
2147.89; 1.877466; 156556.60324335
2149.92; 1.8493746; 156560.36841053
2151.96; 1.8223746; 156564.07860784
2154.00; 1.7957096; 156567.73451764
2156.03; 1.7691675; 156571.33638994
2158.07; 1.7433754; 156574.88575174
2160.10; 1.7197218; 156578.38695694
2162.14; 1.6998842; 156581.84777447
2164.18; 1.6851119; 156585.27851685
2166.21; 1.675533; 156588.68975745
2168.25; 1.6697702; 156592.08926538
2170.28; 1.6650552; 156595.47917411
2172.32; 1.6578576; 156598.85442907
2174.36; 1.6448503; 156602.20320237
2176.39; 1.6239043; 156605.50933133
2178.43; 1.5947745; 156608.75615453
2180.46; 1.5592377; 156611.93062793
2182.50; 1.5206223; 156615.02648373
2184.54; 1.4828766; 156618.0454926
2186.57; 1.4494768; 156620.99650234
2188.61; 1.4225246; 156623.8926397
2190.64; 1.4023135; 156626.74762894
2192.68; 1.3874762; 156629.57241072
2194.71; 1.3756278; 156632.37307019
2196.75; 1.3642578; 156635.15058124
2198.79; 1.3515567; 156637.90223403
2200.82; 1.3369085; 156640.62406439
2202.86; 1.3209143; 156643.31333201
2204.89; 1.3049883; 156645.97017559
2206.93; 1.2907116; 156648.59795307
2208.97; 1.2791997; 156651.20229334
2211.00; 1.2707085; 156653.78934624
2213.04; 1.2645965; 156656.36395562
2215.07; 1.2596183; 156658.92842973
2217.11; 1.2544042; 156661.48228837
2219.15; 1.2479276; 156664.02296137
2221.18; 1.2397873; 156666.5470613
2223.22; 1.2302209; 156669.05168489
2225.25; 1.2198815; 156671.53525835
2227.29; 1.2094951; 156673.99768603
2229.33; 1.199553; 156676.43987233
2231.36; 1.1901591; 156678.86293354
2233.40; 1.1810771; 156681.26750455
2235.43; 1.1719301; 156683.65345312
2237.47; 1.1624481; 156686.02009718
2239.51; 1.1526434; 156688.36677969
2241.54; 1.1428356; 156690.69349429
2243.58; 1.1335173; 156693.00123762
2245.61; 1.1251217; 156695.29188822
2247.65; 1.1177935; 156697.56761929
2249.68; 1.1112615; 156699.83005182
2251.72; 1.1048676; 156702.0794669
2253.76; 1.0977442; 156704.31437927
2255.79; 1.0890761; 156706.53164416
2257.83; 1.0783548; 156708.72708139
2259.86; 1.0655403; 156710.89642945
2261.90; 1.051085; 156713.03634786
2263.94; 1.0358227; 156715.14519339
2265.97; 1.0207679; 156717.22338864
2268.01; 1.0068936; 156719.27333713
2270.04; 0.99494705; 156721.29896346
2272.08; 0.98534164; 156723.305034
2274.12; 0.97813253; 156725.29642742
2276.15; 0.9730578; 156727.27748913
2278.19; 0.96961656; 156729.25154476
2280.22; 0.96715747; 156731.2205939
2282.26; 0.96496145; 156733.18517213
2284.30; 0.96231362; 156735.14435962
2286.33; 0.95856671; 156737.09591872
2288.37; 0.95319804; 156739.03654767
2290.40; 0.94585885; 156740.96223466
2292.44; 0.93641013; 156742.86868487
2294.47; 0.92493792; 156744.75177865
2296.51; 0.91174355; 156746.60800983
2298.55; 0.89730906; 156748.43485363
2300.58; 0.88224285; 156750.23102393
2302.62; 0.86721311; 156751.99659498
2304.65; 0.85287602; 156753.73297695
2306.69; 0.83980468; 156755.44274681
2308.73; 0.82842362; 156757.1293458
2310.76; 0.81895524; 156758.79666799
2312.80; 0.81138718; 156760.44858225
2314.83; 0.80547059; 156762.08845087
2316.87; 0.80075753; 156763.71872408
2318.91; 0.79667718; 156765.34069006
2320.94; 0.79263987; 156766.95443642
2322.98; 0.78814588; 156768.55903342
2325.01; 0.78287067; 156770.15289054
2327.05; 0.77670158; 156771.73418792
2329.09; 0.76971508; 156773.3012614
2331.12; 0.76210301; 156774.85283736
2333.16; 0.75407523; 156776.38806945
2335.19; 0.74577567; 156777.90640435
2337.23; 0.7372448; 156779.40737114
2339.26; 0.72844382; 156780.89041988
2341.30; 0.71933091; 156782.35491555
2343.34; 0.70995721; 156783.80032716
2345.37; 0.7005387; 156785.2265635
2347.41; 0.69146673; 156786.63433008
2349.44; 0.68324124; 156788.02535029
2351.48; 0.67634109; 156789.40232238
2353.52; 0.67107193; 156790.76856691
2355.55; 0.66744489; 156792.12742709
2357.59; 0.66513215; 156793.48157876
2359.62; 0.66352091; 156794.83245006
2361.66; 0.661854; 156796.17992769
2363.70; 0.659416; 156797.52244175
2365.73; 0.65570789; 156798.85740642
2367.77; 0.6505583; 156800.18188698
2369.80; 0.64414112; 156801.49330271
2371.84; 0.63690059; 156802.78997734
2373.88; 0.62941375; 156804.07140942
2375.91; 0.62223666; 156805.33822957
2377.95; 0.61578003; 156806.59190457
2379.98; 0.61024472; 156807.83431016
2382.02; 0.60562377; 156809.06730788
2384.05; 0.60175547; 156810.29243008
2386.09; 0.59839912; 156811.51071905
2388.13; 0.59530396; 156812.72270654
2390.16; 0.59225159; 156813.92847966
2392.20; 0.58906727; 156815.12776979
2394.23; 0.5856087; 156816.32001856
2396.27; 0.58174824; 156817.50440778
2398.31; 0.57736389; 156818.67987082
2400.34; 0.57234708; 156819.84512009
2402.38; 0.56662621; 156820.99872216
2404.41; 0.56019675; 156822.1392344
2406.45; 0.55314586; 156823.26539163
2408.49; 0.54566094; 156824.37631021
2410.52; 0.53801715; 156825.4716667
2412.56; 0.53054545; 156826.55181145
2414.59; 0.52358806; 156827.61779154
2416.63; 0.51745084; 156828.6712768
2418.67; 0.51236189; 156829.71440139
2420.70; 0.50844262; 156830.74954667
2422.74; 0.50569464; 156831.77909732
2424.77; 0.50400202; 156832.80520193
2426.81; 0.50314653; 156833.82956483
2428.85; 0.50283278; 156834.85328897
2430.88; 0.50272005; 156835.87678361
2432.92; 0.50245865; 156836.89974605
2434.95; 0.50172878; 156837.92122253
2436.99; 0.50027995; 156838.93974933
2439.02; 0.49796736; 156839.95356789
2441.06; 0.49478015; 156840.96089757
2443.10; 0.49085469; 156841.96023536
2445.13; 0.48646612; 156842.95063839
2447.17; 0.48199362; 156843.93193581
2449.20; 0.47786018; 156844.90481789
2451.24; 0.47445465; 156845.87076661
2453.28; 0.47205123; 156846.83182217
2455.31; 0.47074603; 156847.79022046
2457.35; 0.4704296; 156848.74797452
2459.38; 0.47080775; 156849.70649847
2461.42; 0.47147033; 156850.66637137
2463.46; 0.47199306; 156851.62730849
2465.49; 0.47204549; 156852.58835236
2467.53; 0.47147278; 156853.54823026
2469.56; 0.47032437; 156854.50577009
2471.60; 0.46881712; 156855.46024129
2473.64; 0.46724187; 156856.41150541
2475.67; 0.46584185; 156857.35991922
2477.71; 0.46470415; 156858.30601677
2479.74; 0.46370371; 156859.25007751
2481.78; 0.46252449; 156860.19173746
2483.81; 0.46075637; 156861.12979765
2485.85; 0.45803956; 156862.06232667
2487.89; 0.45420875; 156862.98705647
2489.92; 0.44938557; 156863.90196671
2491.96; 0.44398298; 156864.80587773
2493.99; 0.43861345; 156865.69885686
2496.03; 0.43392643; 156866.58229362
2498.07; 0.43042624; 156867.45860429
2500.10; 0.42833013; 156868.33064748
2502.14; 0.4275142; 156869.2010295
2504.17; 0.42756502; 156870.07151499
2506.21; 0.42791911; 156870.94272137
2508.25; 0.42804233; 156871.81417861
2510.28; 0.4275889; 156872.68471271
2512.32; 0.42648862; 156873.55300673
2514.35; 0.42493792; 156874.41814367
2516.39; 0.42330488; 156875.27995586
2518.43; 0.42198725; 156876.13908549
2520.46; 0.42127606; 156876.9967672
2522.50; 0.42127059; 156877.85443776
2524.53; 0.42186825; 156878.7133251
2526.57; 0.42282397; 156879.57415821
2528.60; 0.42384939; 156880.437079
2530.64; 0.42471195; 156881.30175589
2532.68; 0.4252988; 156882.16762754
2534.71; 0.42562804; 156883.0341695
2536.75; 0.42581091; 156883.90108376
2538.78; 0.42598532; 156884.76835311
2540.82; 0.42624785; 156885.63615694
2542.86; 0.42660712; 156886.50469222
2544.89; 0.42697055; 156887.37396741
2546.93; 0.42716331; 156888.24363504
2548.96; 0.42697; 156889.1129091
2551.00; 0.42618541; 156889.98058581
2553.04; 0.42466283; 156890.84516268
2555.07; 0.42235171; 156891.70503431
2557.11; 0.41931964; 156892.55873291
2559.14; 0.41575525; 156893.40517472
2561.18; 0.41194935; 156894.24386805
2563.22; 0.408254; 156895.07503796
2565.25; 0.40502344; 156895.89963073
2567.29; 0.40254733; 156896.71918235
2569.32; 0.40099218; 156897.53556782
2571.36; 0.40036809; 156898.35068269
2573.39; 0.40053331; 156899.16613395
2575.43; 0.40123816; 156899.9830202
2577.47; 0.40219688; 156900.80185834
2579.50; 0.40316586; 156901.62266924
2581.54; 0.40400333; 156902.44518515
2583.57; 0.40469205; 156903.26910324
2585.61; 0.40531964; 156904.09429905
2587.65; 0.40602649; 156904.92093395
2589.68; 0.40694248; 156905.74943372
2591.72; 0.40813641; 156906.58036423
2593.75; 0.40959539; 156907.4142651
2595.79; 0.41123839; 156908.25151097
2597.83; 0.41295436; 156909.0922504
2599.86; 0.41464641; 156909.93643471
2601.90; 0.4162631; 156910.78391046
2603.93; 0.41780481; 156911.63452501
2605.97; 0.41930508; 156912.48819396
2608.01; 0.42079714; 156913.34490062
2610.04; 0.42228147; 156914.20462925
2612.08; 0.42370838; 156915.06726295
2614.11; 0.4249822; 156915.93249003
2616.15; 0.42598446; 156916.79975763
2618.19; 0.42660556; 156917.66828974
2620.22; 0.4267724; 156918.5371615
2622.26; 0.42646192; 156919.40540116
2624.29; 0.42569738; 156920.27208428
2626.33; 0.42453091; 156921.13639257
2628.36; 0.4230209; 156921.99762662
2630.40; 0.42121357; 156922.85518109
2632.44; 0.41913552; 156923.70850484
2634.47; 0.41679935; 156924.55707235
2636.51; 0.41421974; 156925.40038801
2638.54; 0.4114344; 156926.23803293
2640.58; 0.40852317; 156927.06975085
2642.62; 0.40561956; 156927.89555726
2644.65; 0.40291042; 156928.7158481
2646.69; 0.40062219; 156929.5314803
2648.72; 0.39899379; 156930.34379722
2650.76; 0.39823926; 156931.15457798
2652.80; 0.39850562; 156931.96590102
2654.83; 0.39983413; 156932.77992879
2656.87; 0.40213477; 156933.59864048
2658.90; 0.40518298; 156934.42355805
2660.94; 0.4086441; 156935.25552217
2662.98; 0.41212449; 156936.09457205
2665.01; 0.41524035; 156936.93996557
2667.05; 0.41768874; 156937.79034379
2669.08; 0.41930228; 156938.64400704
2671.12; 0.42007201; 156939.4992374
2673.15; 0.42013115; 156940.35458816
2675.19; 0.41970413; 156941.20906955
2677.23; 0.41903692; 156942.06219255
2679.26; 0.41833055; 156942.91387745
2681.30; 0.41769979; 156943.76427817
2683.33; 0.41716928; 156944.61359882
2685.37; 0.41670652; 156945.46197732
2687.41; 0.41627654; 156946.30948042
2689.44; 0.4158946; 156947.15620592
2691.48; 0.41565327; 156948.0024401
2693.51; 0.41570984; 156948.84878946
2695.55; 0.41623591; 156949.69620986
2697.59; 0.41734693; 156950.54589219
2699.62; 0.41903985; 156951.39902116
2701.66; 0.42116601; 156952.2564788
2703.69; 0.42345524; 156953.11859713
2705.73; 0.4255879; 156953.98505737
2707.77; 0.42729288; 156954.85498879
2709.80; 0.42843768; 156955.72725092
2711.84; 0.42907728; 156956.60081524
2713.87; 0.42944147; 156957.475121
2715.91; 0.42986181; 156958.35028255
2717.94; 0.43066108; 156959.22707134
2719.98; 0.43204205; 156960.10667168
2722.02; 0.4340136; 156960.99028591
2724.05; 0.43637967; 156961.87871727
2726.09; 0.43879537; 156962.77206677
2728.12; 0.44087162; 156963.66964334
2730.16; 0.44229442; 156964.5701166
2732.20; 0.44292062; 156965.47186475
2734.23; 0.44282148; 156966.37341107
2736.27; 0.44226297; 156967.27382031
2738.30; 0.44163189; 156968.17294472
2740.34; 0.44133258; 156969.07145975
2742.38; 0.44168498; 156969.97069225
2744.41; 0.44285133; 156970.87229934
2746.45; 0.44480747; 156971.77788897
2748.48; 0.44736099; 156972.68867733
2750.52; 0.45020627; 156973.60525843
2752.56; 0.45299976; 156974.52752686
2754.59; 0.45543728; 156975.45475785
2756.63; 0.45731812; 156976.38581807
2758.66; 0.45858599; 156977.31945957
2760.70; 0.45934128; 156978.25463877
2762.73; 0.45982366; 156979.19080005
2764.77; 0.46036711; 156980.12806776
2766.81; 0.46133295; 156981.06730182
2768.84; 0.4630304; 156982.00999176
2770.88; 0.46563885; 156982.95799228
2772.91; 0.46914833; 156983.9131378
2774.95; 0.47333537; 156984.87680777
2776.99; 0.47778607; 156985.84953898
2779.02; 0.48196901; 156986.83078628
2781.06; 0.48534768; 156987.81891226
2783.09; 0.48750939; 156988.81143931
2785.13; 0.48827926; 156989.80553375
2787.17; 0.48778687; 156990.79862572
2789.20; 0.4864621; 156991.78902058
2791.24; 0.48495356; 156992.77634419
2793.27; 0.48398433; 156993.76169451
2795.31; 0.48417925; 156994.74744167
2797.35; 0.48590931; 156995.73671109
2799.38; 0.48919736; 156996.73267469
2801.42; 0.49371427; 156997.73783433
2803.45; 0.49886996; 156998.75349051
2805.49; 0.50397547; 156999.77954107
2807.52; 0.50843053; 157000.81466176
2809.56; 0.51188246; 157001.85681028
2811.60; 0.51431026; 157002.90390159
2813.63; 0.51601084; 157003.95445513
2815.67; 0.51749439; 157005.00802905
2817.70; 0.51932364; 157006.06532715
2819.74; 0.5219477; 157007.12796762
2821.78; 0.5255801; 157008.19800334
2823.81; 0.53015367; 157009.27735046
2825.85; 0.53535847; 157010.3672941
2827.88; 0.54074254; 157011.46819924
2829.92; 0.54583834; 157012.579479
2831.96; 0.55027485; 157013.69979111
2833.99; 0.55384647; 157014.82737473
2836.03; 0.55652901; 157015.96041977
2838.06; 0.55845178; 157017.0973794
2840.10; 0.55984681; 157018.23717918
2842.14; 0.56099687; 157019.37932038
2844.17; 0.56219609; 157020.5239031
2846.21; 0.56372485; 157021.67159824
2848.24; 0.56583119; 157022.82358171
2850.28; 0.56870873; 157023.98142359
2852.32; 0.57246579; 157025.14691453
2854.35; 0.57709025; 157026.32182048
2856.39; 0.5824229; 157027.50758324
2858.42; 0.58815506; 157028.70501618
2860.46; 0.59386121; 157029.91406635
2862.49; 0.59906694; 157031.13371493
2864.53; 0.60333983; 157032.36206275
2866.57; 0.60638279; 157033.59660577
2868.60; 0.60810723; 157034.83465961
2870.64; 0.60866909; 157036.07385735
2872.67; 0.60846055; 157037.31263052
2874.71; 0.60806052; 157038.55058926
2876.75; 0.60815392; 157039.78873816
2878.78; 0.6094327; 157041.02949054
2880.82; 0.61249091; 157042.27646918
2882.85; 0.61772539; 157043.53410477
2884.89; 0.62525423; 157044.80706842
2886.93; 0.63486748; 157046.09960382
2888.96; 0.64602612; 157047.41485724
2891.00; 0.65792232; 157048.75433031
2893.03; 0.66960424; 157050.11758677
2895.07; 0.68015154; 157051.50231661
2897.11; 0.68886903; 157052.9047945
2899.14; 0.69545141; 157054.32067355
2901.18; 0.70007047; 157055.74595661
2903.21; 0.70335054; 157057.17791761
2905.25; 0.70622746; 157058.61573578
2907.28; 0.70972188; 157060.06066827
2909.32; 0.71468759; 157061.51571053
2911.36; 0.72160848; 157062.98484312
2913.39; 0.73050568; 157064.47208964
2915.43; 0.74098356; 157065.98066821
2917.46; 0.75239765; 157067.5124849
2919.50; 0.76408646; 157069.068099
2921.54; 0.775587; 157070.6471272
2923.57; 0.78675963; 157072.24890192
2925.61; 0.79778018; 157073.87311351
2927.64; 0.80900518; 157075.52017823
2929.68; 0.82076205; 157077.19117894
2931.72; 0.83314322; 157078.88738663
2933.75; 0.8458819; 157080.60952918
2935.79; 0.85835785; 157082.35707168
2937.82; 0.86973517; 157084.12777741
2939.86; 0.87918846; 157085.91772923
2941.90; 0.88614439; 157087.72184274
2943.93; 0.89046303; 157089.53474861
2945.97; 0.89250611; 157091.35181402
2948.00; 0.89307843; 157093.17004463
2950.04; 0.89326769; 157094.98866055
2952.07; 0.89423504; 157096.80924593
2954.11; 0.89701489; 157098.63549083
2956.15; 0.90236948; 157100.47263721
2958.18; 0.91071977; 157102.32678406
