#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
2960.22; 0.92214904; 157104.20419992
2962.25; 0.93645897; 157106.11074956
2964.29; 0.95325223; 157108.05148883
2966.33; 0.97201978; 157110.03043721
2968.36; 0.99221887; 157112.05050919
2970.40; 1.0133346; 157114.11357107
2972.43; 1.0349217; 157116.22058236
2974.47; 1.056623; 157118.37177565
2976.51; 1.0781651; 157120.56682671
2978.54; 1.0993329; 157122.80497355
2980.58; 1.1199347; 157125.08506395
2982.61; 1.1397729; 157127.40554323
2984.65; 1.1586363; 157129.76442671
2986.69; 1.1763234; 157132.15931971
2988.72; 1.1926922; 157134.58753816
2990.76; 1.2077169; 157137.04634544
2992.79; 1.2215271; 157139.53326915
2994.83; 1.2344084; 157142.04641802
2996.86; 1.2467565; 157144.58470676
2998.90; 1.2590012; 157147.14792457
3000.94; 1.2715255; 157149.73664082
3002.97; 1.2846134; 157152.35200292
3005.01; 1.2984411; 157154.99551688
3007.04; 1.3131077; 157157.66889091
3009.08; 1.3286812; 157160.37397119
3011.12; 1.3452245; 157163.11273224
3013.15; 1.3627821; 157165.88723898
3015.19; 1.3813274; 157168.69950244
3017.22; 1.4007011; 157171.55120895
3019.26; 1.4205807; 157174.44338865
3021.30; 1.4405174; 157177.37615784
3023.33; 1.4600428; 157180.34867894
3025.37; 1.4788132; 157183.35941507
3027.40; 1.496733; 157186.40663438
3029.44; 1.5139943; 157189.48899612
3031.48; 1.5310038; 157192.60598781
3033.51; 1.5482157; 157195.75802128
3035.55; 1.5659352; 157198.94613017
3037.58; 1.5841833; 157202.17139075
3039.62; 1.6026901; 157205.43432956
3041.66; 1.6210337; 157208.73461433
3043.69; 1.6388731; 157212.07121856
3045.73; 1.6561713; 157215.44304043
3047.76; 1.6732976; 157218.84972994
3049.80; 1.6909404; 157222.29233872
3051.83; 1.7098427; 157225.77343096
3053.87; 1.7304548; 157229.2964875
3055.91; 1.7526499; 157232.86473152
3057.94; 1.7756392; 157236.47977975
3059.98; 1.7981492; 157240.14065635
3062.01; 1.8188232; 157243.84362349
3064.05; 1.8367071; 157247.58300062
3066.09; 1.8516323; 157251.35276412
3068.12; 1.8643355; 157255.14839023
3070.16; 1.8762454; 157258.968264
3072.19; 1.888994; 157262.81409284
3074.23; 1.9038177; 157266.69010134
3076.27; 1.9210645; 157270.60122292
3078.30; 1.9399916; 157274.55087844
3080.34; 1.9589351; 157278.53910134
3082.37; 1.9758044; 157282.56166861
3084.41; 1.9887374; 157286.61056631
3086.45; 1.9967022; 157290.67567969
3088.48; 1.999854; 157294.74720993
3090.52; 1.9995472; 157298.81811537
3092.55; 1.99802; 157302.88591174
3094.59; 1.9978751; 157306.95341302
3096.62; 2.0015254; 157311.02834604
3098.66; 2.0107687; 157315.12209751
3100.70; 2.0265828; 157319.24804509
3102.73; 2.0491502; 157323.41993804
3104.77; 2.0780428; 157327.65065382
3106.80; 2.1124609; 157331.95144197
3108.84; 2.151431; 157336.3315699
3110.88; 2.1939082; 157340.79817769
3112.91; 2.2387876; 157345.356156
3114.95; 2.2848719; 157350.00795794
3116.98; 2.3308575; 157354.75338255
3119.02; 2.375386; 157359.58946337
3121.06; 2.4171716; 157364.51061604
3123.09; 2.4551747; 157369.5091399
3125.13; 2.4887683; 157374.57605743
3127.16; 2.5178398; 157379.70216193
3129.20; 2.5427953; 157384.87907369
3131.24; 2.5644661; 157390.10010529
3133.27; 2.5839493; 157395.36080308
3135.31; 2.6024346; 157400.65913536
3137.34; 2.6210637; 157405.99539492
3139.38; 2.6408504; 157411.3719384
3141.41; 2.6626572; 157416.79287872
3143.45; 2.6872027; 157422.2637915
3145.49; 2.7150609; 157427.79142108
3147.52; 2.7466271; 157433.38331674
3149.56; 2.7820468; 157439.04732382
3151.59; 2.8211314; 157444.79090389
3153.63; 2.8633033; 157450.62034234
3155.67; 2.9076092; 157456.53998367
3157.70; 2.9528209; 157462.55167227
3159.74; 2.997611; 157468.6545496
3161.77; 3.0407587; 157474.84527186
3163.81; 3.0813327; 157481.11859923
3165.85; 3.1188043; 157487.46821569
3167.88; 3.1530745; 157493.88760331
3169.92; 3.1844299; 157500.37082772
3171.95; 3.2134664; 157506.91316801
3173.99; 3.2410165; 157513.51159791
3176.03; 3.2680917; 157520.16515062
3178.06; 3.2958212; 157526.87515823
3180.10; 3.3253437; 157533.64527106
3182.13; 3.3576171; 157540.48108969
3184.17; 3.3931501; 157547.38925035
3186.20; 3.431717; 157554.37593
3188.24; 3.472168; 157561.44496436
3190.28; 3.5124564; 157568.59602238
3192.31; 3.5499629; 157575.82344048
3194.35; 3.5821009; 157583.11628869
3196.38; 3.6070737; 157590.45997948
3198.42; 3.6245706; 157597.83929233
3200.46; 3.636164; 157605.24220843
3202.49; 3.6452409; 157612.66360423
3204.53; 3.656431; 157620.1077822
3206.56; 3.6746597; 157627.5890722
3208.60; 3.7040752; 157635.13024966
3210.64; 3.7471479; 157642.75911932
3212.67; 3.8041813; 157650.50410411
3214.71; 3.873343; 157658.38989616
3216.74; 3.9511596; 157666.43411605
3218.78; 4.0332929; 157674.64555222
3220.82; 4.1153612; 157683.02407236
3222.85; 4.1936049; 157691.56189001
3224.89; 4.2652937; 157700.24565982
3226.92; 4.328882; 157709.0588899
3228.96; 4.3839968; 157717.98432911
3231.00; 4.4313544; 157727.00618425
3233.03; 4.472659; 157736.11213193
3235.07; 4.5104732; 157745.2950661
3237.10; 4.5480009; 157754.55440338
3239.14; 4.5887273; 157763.89665619
3241.17; 4.635917; 157773.33498317
3243.21; 4.6920485; 157782.88758897
3245.25; 4.7583288; 157792.57513568
3247.28; 4.8344394; 157802.41763698
3249.32; 4.9186079; 157812.43149822
3251.35; 5.0079963; 157822.62734651
3253.39; 5.0992885; 157833.00905779
3255.43; 5.1892973; 157843.57401919
3257.46; 5.2754165; 157854.31431187
3259.50; 5.3558201; 157865.21829929
3261.53; 5.4294198; 157876.2721295
3263.57; 5.4956879; 157887.46087576
3265.61; 5.5544875; 157898.76933301
3267.64; 5.6060225; 157910.18271097
3269.68; 5.650927; 157921.68751071
3271.71; 5.6904214; 157933.27271761
3273.75; 5.726398; 157944.93116978
3275.79; 5.7613127; 157956.66070517
3277.82; 5.7978327; 157968.46459218
3279.86; 5.8383054; 157980.35087817
3281.89; 5.8842081; 157992.33061812
3283.93; 5.9357769; 158004.41534759
3285.96; 5.9919678; 158016.61447692
3288.00; 6.0507925; 158028.93336828
3290.04; 6.1099325; 158041.37266352
3292.07; 6.1674287; 158053.92901611
3294.11; 6.2222064; 158066.59689138
3296.14; 6.2742461; 158079.37071485
3298.18; 6.3243333; 158092.2465117
3300.22; 6.3734702; 158105.2223469
3302.25; 6.4221515; 158118.29729316
3304.29; 6.4697683; 158131.46918307
3306.32; 6.5143653; 158144.73186867
3308.36; 6.5528776; 158158.07296202
3310.40; 6.5818223; 158171.47298421
3312.43; 6.5982821; 158184.9065172
3314.47; 6.6009236; 158198.34542795
3316.50; 6.5907688; 158211.76366433
3318.54; 6.5714943; 158225.14265958
3320.58; 6.5491424; 158238.47614828
3322.61; 6.5312702; 158251.77325075
3324.65; 6.5256997; 158265.05901219
3326.68; 6.5391272; 158278.37211072
3328.72; 6.5758884; 158291.76005192
3330.75; 6.6371463; 158305.27270908
3332.79; 6.7206746; 158318.95542254
3334.83; 6.821279; 158332.8429579
3336.86; 6.9317593; 158346.95542151
3338.90; 7.0441938; 158361.29679219
3340.93; 7.1512686; 158375.85615792
3342.97; 7.2473731; 158390.61118405
3345.01; 7.3292584; 158405.53292158
3347.04; 7.3961686; 158420.59088255
3349.08; 7.4494868; 158435.75739472
3351.11; 7.4920454; 158451.01055263
3353.15; 7.5273107; 158466.33550755
3355.19; 7.5586466; 158481.72425964
3357.22; 7.5888102; 158497.17442217
3359.26; 7.6197408; 158512.6875569
3361.29; 7.6526176; 158528.26762584
3363.33; 7.68809; 158543.91991367
3365.37; 7.7265604; 158559.65052388
3367.40; 7.7684003; 158575.46631641
3369.44; 7.8140245; 158591.374996
3371.47; 7.8637974; 158607.38500886
3373.51; 7.9178; 158623.5049663
3375.54; 7.9755371; 158639.74247161
3377.58; 8.0356943; 158656.10245162
3379.62; 8.0960648; 158672.58534092
3381.65; 8.1537508; 158689.18567378
3383.69; 8.2056817; 158705.89173361
3385.72; 8.2494122; 158722.6868248
3387.76; 8.2840479; 158739.55243147
3389.80; 8.3110643; 158756.47304104
3391.83; 8.3347354; 158773.44184302
3393.87; 8.3619413; 158790.46603378
3395.90; 8.4012508; 158807.57025528
3397.94; 8.4613829; 158824.79690059
3399.98; 8.5493555; 158842.20265064
3402.01; 8.6687753; 158859.85152902
3404.05; 8.8187383; 158877.80571913
3406.08; 8.9936792; 158896.11607381
3408.12; 9.1842536; 158914.81442145
3410.16; 9.3790459; 158933.90934953
3412.19; 9.5666612; 158953.38624608
3414.23; 9.7376624; 158973.21128629
3416.26; 9.8858971; 158993.33811963
3418.30; 10.008975; 159013.71552865
3420.34; 10.107935; 159034.29441145
3422.37; 10.186374; 159055.03298995
3424.41; 10.249411; 159075.89990532
3426.44; 10.302802; 159096.87552018
3428.48; 10.352378; 159117.95206927
3430.51; 10.403758; 159139.13322252
3432.55; 10.462155; 159160.43326624
3434.59; 10.532096; 159181.87570525
3436.62; 10.616941; 159203.49088129
3438.66; 10.718253; 159225.31231982
3440.69; 10.835236; 159247.37192473
3442.73; 10.964479; 159269.69465847
3444.77; 11.100214; 159292.29373693
3446.80; 11.235109; 159315.16744852
3448.84; 11.361471; 159338.29842288
3450.87; 11.472591; 159361.6556286
3452.91; 11.56392; 159385.19877241
3454.95; 11.633865; 159408.88431707
3456.98; 11.684111; 159432.6721585
3459.02; 11.719525; 159456.53210021
3461.05; 11.747754; 159480.44951313
3463.09; 11.778636; 159504.42980031
3465.13; 11.823471; 159528.50136731
3467.16; 11.894089; 159552.71670613
3469.20; 12.001651; 159577.15103137
3471.23; 12.155137; 159601.89784213
3473.27; 12.359639; 159627.06099982
3475.30; 12.614727; 159652.74349568
3477.34; 12.913352; 159679.03396633
3479.38; 13.241725; 159705.99297596
3481.41; 13.580544; 159733.6417919
3483.45; 13.907621; 159761.95650801
3485.48; 14.201584; 159790.86970783
3487.52; 14.44595; 159820.28041595
3489.56; 14.632601; 159850.07112862
3491.59; 14.763695; 159880.12873741
3493.63; 14.851327; 159910.36475657
3495.66; 14.91478; 159940.72996044
3497.70; 14.975896; 159971.21959267
3499.74; 15.053684; 160001.86759504
3501.77; 15.159621; 160032.73127422
3503.81; 15.295033; 160063.87064099
3505.84; 15.451432; 160095.32842349
3507.88; 15.613825; 160127.11682404
3509.92; 15.766127; 160159.21529711
3511.95; 15.897097; 160191.58041463
3513.99; 16.004989; 160224.16519134
3516.02; 16.099423; 160256.94222617
3518.06; 16.199822; 160289.92366641
3520.09; 16.330816; 160323.17179932
3522.13; 16.515926; 160356.79680002
3524.17; 16.771418; 160390.94195864
3526.20; 17.1021; 160425.76035915
3528.24; 17.500238; 160461.38933406
3530.27; 17.947735; 160497.92937316
3532.31; 18.420783; 160535.43249813
3534.35; 18.895485; 160573.90207502
3536.38; 19.352789; 160613.30268397
3538.42; 19.781492; 160653.57609472
3540.45; 20.178785; 160694.65835961
3542.49; 20.548682; 160736.49370239
3544.53; 20.899276; 160779.04282419
3546.56; 21.24; 160822.28563028
3548.60; 21.579822; 160866.22028506
3550.63; 21.926754; 160910.86126476
3552.67; 22.288399; 160956.23852081
3554.71; 22.672784; 161002.39835241
3556.74; 23.088655; 161049.40486162
3558.78; 23.544666; 161097.33976944
3560.81; 24.047547; 161146.29849988
3562.85; 24.59995; 161196.38187483
3564.88; 25.199064; 161247.68499378
3566.92; 25.837024; 161300.28694539
3568.96; 26.503539; 161354.24586382
3570.99; 27.190222; 161409.60280985
3573.03; 27.895213; 161466.39505589
3575.06; 28.626169; 161524.67546548
3577.10; 29.39998; 161584.53128714
3579.14; 30.238578; 161646.0944229
3581.17; 31.16176; 161709.53707692
3583.21; 32.179363; 161775.05148223
3585.24; 33.285891; 161842.81868319
3587.28; 34.460236; 161912.97674984
3589.32; 35.671533; 161985.60091241
3591.35; 36.889878; 162060.70552074
3593.39; 38.098519; 162138.27081679
3595.42; 39.303085; 162218.28850581
3597.46; 40.534114; 162300.81246401
3599.50; 41.841399; 162385.99794086
3601.53; 43.281847; 162474.11604609
3603.57; 44.905307; 162565.53937531
3605.60; 46.743971; 162660.70606541
3607.64; 48.809878; 162760.07876406
3609.67; 51.101902; 162864.11782585
3611.71; 53.619608; 162973.28272061
3613.75; 56.37812; 163088.06370773
3615.78; 59.417122; 163209.03184112
3617.82; 62.798999; 163336.88518356
3619.85; 66.595313; 163472.46749341
3621.89; 70.865789; 163616.74412469
3623.93; 75.637627; 163770.73580567
3625.96; 80.893652; 163935.42829936
3628.00; 86.575024; 164111.68757719
3630.03; 92.598812; 164300.21076684
3632.07; 98.884782; 164501.53164924
3634.11; 105.38169; 164716.07966848
3636.14; 112.08286; 164944.27069146
3638.18; 119.02449; 165186.59428657
3640.21; 126.26637; 165443.66171228
3642.25; 133.86132; 165716.19181124
3644.29; 141.82432; 166004.93389335
3646.32; 150.11207; 166310.54911266
3648.36; 158.62016; 166633.48607313
3650.39; 167.19804; 166973.88684906
3652.43; 175.67507; 167331.54613552
3654.47; 183.88705; 167705.9243074
3656.50; 191.69251; 168096.19370935
3658.54; 198.97293; 168501.28541376
3660.57; 205.61816; 168919.90623368
3662.61; 211.50512; 169350.51240291
3664.64; 216.48184; 169791.25074758
3666.68; 220.36785; 170239.90068096
3668.72; 222.97649; 170693.86156883
3670.75; 224.15632; 171150.22448282
3672.79; 223.84116; 171605.94576744
3674.82; 222.09348; 172058.10892035
3676.86; 219.12645; 172504.23146639
3678.90; 215.29585; 172942.55522716
3680.93; 211.06155; 173372.25832004
3682.97; 206.928; 173793.54586189
3685.00; 203.37892; 174207.60779737
3687.04; 200.82309; 174616.46626711
3689.08; 199.56356; 175022.7604519
3691.11; 199.79505; 175429.52593818
3693.15; 201.62461; 175840.01625073
3695.18; 205.10421; 176257.59072158
3697.22; 210.26132; 176685.66461511
3699.26; 217.11655; 177127.69516964
3701.29; 225.68442; 177587.16916121
3703.33; 235.96144; 178067.56628923
3705.36; 247.91208; 178572.2938946
3707.40; 261.46432; 179104.61267879
3709.43; 276.5226; 179667.58882363
3711.47; 292.99752; 180264.10649077
3713.51; 310.84189; 180896.95375798
3715.54; 330.07611; 181568.96022782
3717.58; 350.7849; 182283.12801702
3719.61; 373.07396; 183042.67441178
3721.65; 396.98728; 183850.90624237
3723.69; 422.40066; 184710.87753992
3725.72; 448.91897; 185624.83781255
3727.76; 475.80892; 186593.54371168
3729.79; 501.9951; 187615.56240818
3731.83; 526.13229; 188686.72234933
3733.87; 546.74857; 189799.85524602
3735.90; 562.43405; 190944.92242261
3737.94; 572.03727; 192109.54092967
3739.97; 574.82752; 193279.84015229
3742.01; 570.58909; 194441.5103017
3744.05; 559.62963; 195580.86793566
3746.08; 542.70512; 196685.7687149
3748.12; 520.88254; 197746.2406076
3750.15; 495.37355; 198754.77839644
3752.19; 467.37514; 199706.31384795
3754.22; 437.9473; 200597.93674482
3756.26; 407.94471; 201428.47696693
3758.30; 378.00477; 202198.06206408
3760.33; 348.58054; 202907.7419618
3762.37; 319.99914; 203559.23258871
3764.40; 292.52391; 204154.78601491
3766.44; 266.40214; 204697.15778726
3768.48; 241.88772; 205189.62031597
3770.51; 219.23658; 205635.96707441
3772.55; 198.68073; 206040.4638988
3774.58; 180.39146; 206407.72535218
3776.62; 164.44396; 206742.51907146
3778.66; 150.79407; 207049.52278749
3780.69; 139.27398; 207333.0725821
3782.73; 129.60867; 207596.94464867
3784.76; 121.45011; 207844.20658491
3786.80; 114.42224; 208077.16039809
3788.84; 108.16825; 208297.38162204
3790.87; 102.39124; 208505.8413568
3792.91; 96.881782; 208703.08430293
3794.94; 91.528503; 208889.42843674
3796.98; 86.31175; 209065.15171103
3799.01; 81.283208; 209230.63730703
3801.05; 76.536744; 209386.45951271
3803.09; 72.176516; 209533.40466954
3805.12; 68.28808; 209672.43330667
3807.16; 64.916977; 209804.59867001
3809.19; 62.057459; 209930.94230053
3811.23; 59.652121; 210052.3888705
3813.27; 57.601461; 210169.66047376
3815.30; 55.780934; 210283.22564056
3817.34; 54.062069; 210393.29134753
3819.37; 52.333683; 210499.83820899
3821.41; 50.519252; 210602.69104677
3823.45; 48.58724; 210701.61047481
3825.48; 46.55248; 210796.38730662
3827.52; 44.468556; 210886.92144849
3829.55; 42.413028; 210973.27071211
3831.59; 40.468925; 211055.66195028
3833.63; 38.706714; 211134.46547974
3835.66; 37.17068; 211210.141776
3837.70; 35.87239; 211283.17486707
3839.73; 34.792009; 211354.00839531
3841.77; 33.886204; 211422.9977814
3843.81; 33.099898; 211490.38631736
3845.84; 32.378512; 211556.30617289
3847.88; 31.677713; 211620.79926169
3849.91; 30.968894; 211683.84925733
3851.95; 30.240067; 211745.41542366
3853.98; 29.493157; 211805.46094636
3856.02; 28.739436; 211863.97195754
3858.06; 27.994821; 211920.96699625
3860.09; 27.276243; 211976.49907214
3862.13; 26.599452; 212030.65326155
3864.16; 25.977921; 212083.54206633
3866.20; 25.422135; 212135.29933974
3868.24; 24.938679; 212186.07233725
3870.27; 24.528899; 212236.01105813
3872.31; 24.187493; 212285.25470714
3874.34; 23.901697; 212333.91649992
3876.38; 23.651785; 212382.06949264
3878.42; 23.413284; 212429.73691726
3880.45; 23.160736; 212476.89017643
3882.49; 22.872278; 212523.45616016
3884.52; 22.533929; 212569.33329497
3886.56; 22.142454; 212614.41342021
3888.60; 21.705986; 212658.60493507
3890.63; 21.242183; 212701.85218684
3892.67; 20.774321; 212744.14691153
3894.70; 20.326262; 212785.52942752
3896.74; 19.917467; 212826.07967055
3898.77; 19.559144; 212865.90039923
3900.81; 19.252318; 212905.09645786
3902.85; 18.988087; 212943.75456354
3904.88; 18.749867; 212981.92767469
3906.92; 18.517061; 213019.62681354
3908.95; 18.26933; 213056.8215918
3910.99; 17.990637; 213093.44897667
3913.03; 17.672336; 213129.42832657
3915.06; 17.314738; 213164.67963805
3917.10; 16.926937; 213199.14142044
3919.13; 16.524922; 213232.78473629
3921.17; 16.128377; 213265.62072038
3923.21; 15.756807; 213297.70022023
3925.24; 15.425818; 213329.10585428
3927.28; 15.144331; 213359.9384048
3929.31; 14.913326; 213390.30064862
3931.35; 14.72631; 213420.28214499
3933.39; 14.57128; 213449.94801306
3935.42; 14.433554; 213479.3334832
3937.46; 14.298693; 213508.44438846
3939.49; 14.154779; 213537.2622964
3941.53; 13.993631; 213565.7521219
3943.56; 13.81095; 213593.87002475
3945.60; 13.60571; 213621.57007697
3947.64; 13.379313; 213648.80920334
3949.67; 13.134923; 213675.55077317
3951.71; 12.877168; 213701.76757561
3953.74; 12.612062; 213727.44464614
3955.78; 12.346837; 213752.58174056
3957.82; 12.089341; 213777.19459572
3959.85; 11.846918; 213801.31389759
3961.89; 11.62496; 213824.98131352
3963.92; 11.42564; 213848.24293012
3965.96; 11.247354; 213871.14157299
3968.00; 11.085282; 213893.71024961
3970.03; 10.933024; 213915.96894387
3972.07; 10.784911; 213937.92609291
3974.10; 10.638203; 213959.58455526
3976.14; 10.494409; 213980.95026544
3978.18; 10.359181; 214002.04066323
3980.21; 10.240685; 214022.8898133
3982.25; 10.146881; 214043.5479864
3984.28; 10.082501; 214064.07508768
3986.32; 10.046636; 214084.52917094
3988.35; 10.031672; 214104.95278934
3990.39; 10.02394; 214125.36066634
3992.43; 10.005967; 214145.73195251
3994.46; 9.9598154; 214166.00927705
3996.50; 9.8707293; 214186.10523
3998.53; 9.7302754; 214205.91523099
4000.57; 9.5382726; 214225.33433085
4002.61; 9.3030948; 214244.27462891
4004.64; 9.0402585; 214262.6798151
4006.68; 8.7695607; 214280.53388387
4008.71; 8.5113331; 214297.86222357
4010.75; 8.2825905; 214314.72486299
4012.79; 8.093906; 214331.20335708
4014.82; 7.9477297; 214347.38424891
4016.86; 7.8385614; 214363.34288341
4018.89; 7.7549523; 214379.13129693
4020.93; 7.6828409; 214394.77289791
4022.97; 7.609354; 214410.26488592
4025.00; 7.5260527; 214425.58727977
4027.04; 7.4307415; 214440.7156281
4029.07; 7.3273617; 214455.63350404
4031.11; 7.2240569; 214470.34106045
4033.15; 7.1300427; 214484.85721202
4035.18; 7.0522722; 214499.21502962
4037.22; 6.9929391; 214513.45205014
4039.25; 6.9485798; 214527.59875895
4041.29; 6.9110246; 214541.66900849
4043.32; 6.869863; 214555.65545661
4045.36; 6.8156247; 214569.53148022
4047.40; 6.7426723; 214583.25897909
4049.43; 6.6509185; 214596.7996752
4051.47; 6.5458615; 214610.12648421
4053.50; 6.4369556; 214623.23157022
4055.54; 6.3348312; 214636.1287398
4057.58; 6.2481977; 214648.84953111
4059.61; 6.1813276; 214661.43418069
4061.65; 6.132818; 214673.92006891
4063.68; 6.0959378; 214686.33087222
4065.72; 6.0604137; 214698.6693514
4067.76; 6.0151202; 214710.91561704
4069.79; 5.9509224; 214723.03118147
4071.83; 5.8629182; 214734.96757696
4073.86; 5.7515348; 214746.67720548
4075.90; 5.6222673; 214758.12365655
4077.94; 5.4842175; 214769.28905013
4079.97; 5.3478868; 214780.1768862
4082.01; 5.2228286; 214790.81011441
4084.04; 5.1157409; 214801.22532137
4086.08; 5.0294084; 214811.46476274
4088.11; 4.9626373; 214821.56826401
4090.15; 4.9110649; 214831.56676837
4092.19; 4.8685246; 214841.47866433
4094.22; 4.8285686; 214851.30921329
4096.26; 4.7857857; 214861.05266004
4098.29; 4.7366759; 214870.69612337
4100.33; 4.6799981; 214880.22419557
4102.37; 4.6166442; 214889.62328465
4104.40; 4.5491682; 214898.8849984
4106.44; 4.481118; 214908.00816801
4108.47; 4.4162907; 214916.99935465
4110.51; 4.3579939; 214925.87185408
4112.55; 4.3083808; 214934.6433456
4114.58; 4.267928; 214943.3324786
4116.62; 4.2351507; 214951.95487991
4118.65; 4.2066594; 214960.51927549
4120.69; 4.1776301; 214969.02456991
4122.73; 4.1426831; 214977.45871511
4124.76; 4.0970478; 214985.79995074
4126.80; 4.0377749; 214994.02051198
4128.83; 3.9646863; 215002.09227119
4130.87; 3.8807686; 215009.99318107
4132.90; 3.7918291; 215017.71301786
4134.94; 3.7054212; 215025.25693566
4136.98; 3.6292543; 215032.6457842
4139.01; 3.5694713; 215039.91291969
4141.05; 3.5292377; 215047.09814303
4143.08; 3.5080191; 215054.24016711
4145.12; 3.5017411; 215061.36940984
4147.16; 3.5037821; 215068.50280787
4149.19; 3.5065185; 215075.64177692
4151.23; 3.5030002; 215082.77358306
4153.26; 3.4883195; 215089.87550047
4155.30; 3.4603521; 215096.92047862
4157.34; 3.4197543; 215103.88280329
4159.37; 3.3693198; 215110.74244758
4161.41; 3.3129659; 215117.48736015
4163.44; 3.2546858; 215124.11361959
4165.48; 3.1977509; 215130.62396453
4167.52; 3.1443166; 215137.02552171
4169.55; 3.0954256; 215143.32754099
4171.59; 3.0512765; 215149.53967668
4173.62; 3.0115708; 215155.67097485
4175.66; 2.97578; 215161.72940604
4177.69; 2.9432628; 215167.72163508
4179.73; 2.913256; 215173.65277285
4181.77; 2.8848326; 215179.52604311
4183.80; 2.8569287; 215185.34250342
4185.84; 2.8284922; 215191.10106946
4187.87; 2.7987324; 215196.7990471
4189.91; 2.76738; 215202.43319388
4191.95; 2.7348419; 215208.00109594
4193.98; 2.7021631; 215213.50246678
4196.02; 2.6707756; 215218.9399353
4198.05; 2.642097; 215224.31901681
4200.09; 2.6170997; 215229.64720588
4202.13; 2.595982; 215234.93240125
4204.16; 2.5780408; 215240.18106984
4206.20; 2.5617709; 215245.39661439
4208.23; 2.5451506; 215250.57832127
4210.27; 2.52602; 215255.72107995
4212.31; 2.5024549; 215260.81586213
4214.34; 2.4730591; 215265.85079707
4216.38; 2.4371454; 215270.81261487
4218.41; 2.3948095; 215275.68824038
4220.45; 2.3469196; 215280.46636616
4222.49; 2.2950388; 215285.13886711
4224.52; 2.2412803; 215289.70192034
4226.56; 2.188086; 215294.1566745
4228.59; 2.137928; 215298.50931136
4230.63; 2.0929615; 215302.77040026
4232.66; 2.0546924; 215306.9535766
4234.70; 2.0237471; 215311.07375096
4236.74; 1.99982; 215315.14521184
4238.77; 1.9818314; 215319.18004954
4240.81; 1.9682582; 215323.18725345
4242.84; 1.9575364; 215327.17262868
4244.88; 1.9484009; 215331.13940477
4246.92; 1.9400472; 215335.08917353
4248.95; 1.9320656; 215339.02269242
4250.99; 1.9241888; 215342.94017477
4253.02; 1.9159746; 215346.84093367
4255.06; 1.9065771; 215350.72256008
4257.10; 1.8947304; 215354.58006764
4259.13; 1.8789845; 215358.40551799
4261.17; 1.8581274; 215362.18850495
4263.20; 1.8316402; 215365.9175664
4265.24; 1.8000071; 215369.58222545
4267.28; 1.7647391; 215373.17508198
4269.31; 1.7280774; 215376.69329836
4271.35; 1.6924534; 215380.13898735
4273.38; 1.6598804; 215383.51836061
4275.42; 1.6314758; 215386.83990459
4277.45; 1.6072688; 215390.1121651
4279.49; 1.5863454; 215393.34182747
4281.53; 1.5672644; 215396.53264255
4283.56; 1.5485844; 215399.6854267
4285.60; 1.5293167; 215402.79898348
4287.63; 1.5091573; 215405.8714976
4289.67; 1.4884445; 215408.90184224
4291.71; 1.467893; 215411.89034569
4293.74; 1.448235; 215414.83882708
4295.78; 1.4299198; 215417.75002047
4297.81; 1.4129866; 215420.62673914
4299.85; 1.3971432; 215423.47120217
4301.89; 1.3820011; 215426.28483719
4303.92; 1.3673481; 215429.06863982
4305.96; 1.3533343; 215431.82391169
4307.99; 1.340483; 215434.55301933
4310.03; 1.3295089; 215437.2597848
4312.07; 1.3210095; 215439.94924604
4314.10; 1.315141; 215442.62675965
4316.14; 1.3114082; 215445.29667357
4318.17; 1.3086524; 215447.96097681
4320.21; 1.3052607; 215450.61837492
4322.24; 1.2995404; 215453.26412706
4324.28; 1.2901463; 215455.89075365
4326.32; 1.2764316; 215458.48945822
4328.35; 1.2586155; 215461.05189067
4330.39; 1.2377197; 215463.57178119
4332.42; 1.2152977; 215466.04602247
4334.46; 1.1930419; 215468.4749529
4336.50; 1.1723893; 215470.86183631
4338.53; 1.1542372; 215473.21176362
4340.57; 1.138842; 215475.53034767
4342.60; 1.1259087; 215477.82260069
4344.64; 1.1148194; 215480.09227688
4346.68; 1.1049068; 215482.34177178
4348.71; 1.0956727; 215484.57246675
4350.75; 1.0868799; 215486.78526034
4352.78; 1.0784981; 215488.98098949
4354.82; 1.0705417; 215491.16051999
4356.86; 1.0628774; 215493.32444654
4358.89; 1.055093; 215495.47252483
4360.93; 1.0464922; 215497.60309263
4362.96; 1.0362326; 215499.71277276
4365.00; 1.02357; 215501.79667289
4367.03; 1.0081267; 215503.84913175
4369.07; 0.99008881; 215505.86486712
4371.11; 0.97025608; 215507.84022477
4373.14; 0.94991334; 215509.77416636
4375.18; 0.93055172; 215511.66868936
4377.21; 0.91351561; 215513.5285283
4379.25; 0.8996774; 215515.36019384
4381.29; 0.88923517; 215517.17059989
4383.32; 0.88169188; 215518.96564847
4385.36; 0.87602097; 215520.74915155
4387.39; 0.87096785; 215522.52236693
4389.43; 0.86539793; 215524.28424243
4391.47; 0.85858916; 215526.03225586
4393.50; 0.85038545; 215527.76356723
4395.54; 0.84116997; 215529.4761167
4397.57; 0.83167205; 215531.16932922
4399.61; 0.82267152; 215532.84421745
4401.65; 0.81469557; 215534.50286732
4403.68; 0.8078048; 215536.14748818
4405.72; 0.80153739; 215537.77934913
4407.75; 0.79503044; 215539.39796249
4409.79; 0.78728107; 215541.00079879
4411.82; 0.77746513; 215542.58365071
