#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
1950.41; 0.39181394; 130380.5610061
1952.44; 0.38626462; 130381.34740753
1954.48; 0.38237733; 130382.12589478
1956.51; 0.3897569; 130382.91940619
1958.55; 0.41955054; 130383.77357489
1960.58; 0.48090906; 130384.75266423
1962.62; 0.57739289; 130385.92818632
1964.66; 0.70457162; 130387.36263333
1966.69; 0.84976434; 130389.09268018
1968.73; 0.99421027; 130391.11680649
1970.76; 1.1171645; 130393.39125696
1972.80; 1.2007572; 130395.83589503
1974.84; 1.2341759; 130398.34857062
1976.87; 1.215933; 130400.82410527
1978.91; 1.1536055; 130403.17274656
1980.94; 1.0612526; 130405.33336521
1982.98; 0.95544563; 130407.27857005
1985.02; 0.85122184; 130409.01158425
1987.05; 0.75917419; 130410.55719739
1989.09; 0.68438177; 130411.95053962
1991.12; 0.62717227; 130413.22740823
1993.16; 0.58507798; 130414.41857649
1995.20; 0.55502822; 130415.54856604
1997.23; 0.53490812; 130416.63759281
1999.27; 0.5240288; 130417.70447022
2001.30; 0.52259102; 130418.76842044
2003.34; 0.53064515; 130419.84876818
2005.37; 0.54718725; 130420.96279419
2007.41; 0.56985872; 130422.12297737
2009.45; 0.59534873; 130423.33505601
2011.48; 0.62022931; 130424.59778935
2013.52; 0.64176068; 130425.9043587
2015.55; 0.65826808; 130427.2445357
2017.59; 0.66895992; 130428.60648035
2019.63; 0.67337917; 130429.97742223
2021.66; 0.67088449; 130431.34328515
2023.70; 0.66053708; 130432.68808164
2025.73; 0.64153571; 130433.99419298
2027.77; 0.61401583; 130435.24427622
2029.81; 0.57978327; 130436.42466492
2031.84; 0.54252163; 130437.52919213
2033.88; 0.50722872; 130438.56186603
2035.91; 0.47900523; 130439.53707933
2037.95; 0.46166372; 130440.47698683
2039.99; 0.45677125; 130441.40693368
2042.02; 0.46359346; 130442.35076995
2044.06; 0.48001679; 130443.32804271
2046.09; 0.50405446; 130444.35425408
2048.13; 0.5352092; 130445.44389383
2050.17; 0.57494517; 130446.61443258
2052.20; 0.62585548; 130447.88862031
2054.24; 0.68968763; 130449.29276481
2056.27; 0.76497098; 130450.85017971
2058.31; 0.8453194; 130452.57117706
2060.34; 0.91938311; 130454.44296173
2062.38; 0.97288847; 130456.42367868
2064.42; 0.99240924; 130458.44413825
2066.45; 0.9697567; 130460.4184792
2068.49; 0.90546936; 130462.26193667
2070.52; 0.81002047; 130463.91106843
2072.56; 0.70203688; 130465.34035493
2074.60; 0.60382124; 130466.56968287
2076.63; 0.53543626; 130467.65978489
2078.67; 0.50918527; 130468.69644216
2080.70; 0.52627707; 130469.76789686
2082.74; 0.57678883; 130470.94218914
2084.78; 0.6429624; 130472.25120509
2086.81; 0.70476513; 130473.68604607
2088.85; 0.74590532; 130475.20464492
2090.88; 0.75837512; 130476.74863122
2092.92; 0.74413265; 130478.26362107
2094.96; 0.71352722; 130479.71630091
2096.99; 0.6811585; 130481.10308082
2099.03; 0.66066121; 130482.44813003
2101.06; 0.66016227; 130483.79216344
2103.10; 0.67981229; 130485.17620259
2105.13; 0.71201162; 130486.62579679
2107.17; 0.74403434; 130488.1405865
2109.21; 0.7620262; 130489.69200608
2111.24; 0.75503907; 130491.22920046
2113.28; 0.71791933; 130492.69082226
2115.31; 0.65237608; 130494.01900365
2117.35; 0.56619374; 130495.17172525
2119.39; 0.47109059; 130496.13082503
2121.42; 0.380002; 130496.9044763
2123.46; 0.30454923; 130497.52451224
2125.49; 0.25321613; 130498.04003842
2127.53; 0.23043323; 130498.5091806
2129.57; 0.23649217; 130498.99065826
2131.60; 0.26805968; 130499.53640463
2133.64; 0.31903547; 130500.18593331
2135.67; 0.38155516; 130500.9627467
2137.71; 0.44701517; 130501.87283101
2139.75; 0.50704654; 130502.905134
2141.78; 0.55437978; 130504.03380339
2143.82; 0.58354053; 130505.22184155
2145.85; 0.59132251; 130506.42572314
2147.89; 0.57701143; 130507.60046861
2149.92; 0.54237201; 130508.70469121
2151.96; 0.49143645; 130509.70521341
2154.00; 0.4301292; 130510.58091934
2156.03; 0.36573136; 130511.32551682
2158.07; 0.30615453; 130511.94882102
2160.10; 0.25899527; 130512.47611304
2162.14; 0.23040109; 130512.94518979
2164.18; 0.22389009; 130513.40101068
2166.21; 0.23938575; 130513.88837941
2168.25; 0.27279115; 130514.44375866
2170.28; 0.31637769; 130515.08787634
2172.32; 0.3600867; 130515.82098177
2174.36; 0.39357494; 130516.62226637
2176.39; 0.40856515; 130517.45406975
2178.43; 0.40089204; 130518.27025135
2180.46; 0.37164372; 130519.0268859
2182.50; 0.32700824; 130519.69264645
2184.54; 0.27679355; 130520.25617422
2186.57; 0.23198626; 130520.72847822
2188.61; 0.20201819; 130521.13976983
2190.64; 0.19251458; 130521.53171289
2192.68; 0.20416168; 130521.94736845
2194.71; 0.23299279; 130522.42172166
2196.75; 0.27195686; 130522.97540236
2198.79; 0.31324242; 130523.61313689
2200.82; 0.35060612; 130524.32694069
2202.86; 0.38097193; 130525.10256666
2204.89; 0.40481715; 130525.92673945
2206.93; 0.42526486; 130526.792542
2208.97; 0.4462303; 130527.70102837
2211.00; 0.47028399; 130528.65848598
2213.04; 0.49699577; 130529.67032649
2215.07; 0.52237635; 130530.73383965
2217.11; 0.53967962; 130531.83258077
2219.15; 0.54137995; 130532.93478362
2221.18; 0.52173526; 130533.99699158
2223.22; 0.47912147; 130534.97244155
2225.25; 0.41735403; 130535.82213833
2227.29; 0.34549649; 130536.52553937
2229.33; 0.27610993; 130537.08767536
2231.36; 0.22237902; 130537.54041986
2233.40; 0.19490663; 130537.93723294
2235.43; 0.19908218; 130538.34254707
2237.47; 0.23376242; 130538.81846718
2239.51; 0.29161026; 130539.4121605
2241.54; 0.36094745; 130540.14701836
2243.58; 0.42855038; 130541.01950995
2245.61; 0.48258858; 130542.00201865
2247.65; 0.51493772; 130543.05038742
2249.68; 0.52236165; 130544.11387065
2251.72; 0.50644608; 130545.14495116
2253.76; 0.47253571; 130546.10699307
2255.79; 0.42815458; 130546.97867884
2257.83; 0.38141784; 130547.75521265
2259.86; 0.33979496; 130548.44700586
2261.90; 0.30934994; 130549.07681563
2263.94; 0.29437481; 130549.67613734
2265.97; 0.29723435; 130550.28128083
2268.01; 0.31827595; 130550.9292632
2270.04; 0.35578401; 130551.65360875
2272.08; 0.40608624; 130552.48036529
2274.12; 0.46396599; 130553.42496001
2276.15; 0.52346085; 130554.49068113
2278.19; 0.57896019; 130555.66939412
2280.22; 0.62633475; 130556.94455762
2282.26; 0.66373606; 130558.29586696
2284.30; 0.69175767; 130559.70422588
2286.33; 0.71285161; 130561.15553023
2288.37; 0.73016865; 130562.64209059
2290.40; 0.74622549; 130564.16134129
2292.44; 0.76188865; 130565.71248082
2294.47; 0.77605671; 130567.2924653
2296.51; 0.78615286; 130568.89300467
2298.55; 0.78921594; 130570.49978022
2300.58; 0.78313434; 130572.09417414
2302.62; 0.76750765; 130573.65675347
2304.65; 0.74377505; 130575.17101527
2306.69; 0.71455565; 130576.62578891
2308.73; 0.68247903; 130578.01525732
2310.76; 0.64900469; 130579.33657486
2312.80; 0.6137459; 130580.58610854
2314.83; 0.57461714; 130581.75597944
2316.87; 0.52879581; 130582.83256206
2318.91; 0.47415923; 130583.79790932
2320.94; 0.41065918; 130584.63397597
2322.98; 0.34110364; 130585.32843355
2325.01; 0.27102238; 130585.88021172
2327.05; 0.20761561; 130586.30289918
2329.09; 0.15810016; 130586.62477746
2331.12; 0.12796077; 130586.88529454
2333.16; 0.11962654; 130587.12884386
2335.19; 0.13193339; 130587.39744885
2337.23; 0.16047282; 130587.72415767
2339.26; 0.19866426; 130588.12862097
2341.30; 0.23920566; 130588.61562305
2343.34; 0.27550298; 130589.17652334
2345.37; 0.30274607; 130589.7928882
2347.41; 0.31844497; 130590.44121468
2349.44; 0.32240676; 130591.09760702
2351.48; 0.31626869; 130591.74150277
2353.52; 0.30277942; 130592.35793554
2355.55; 0.28503457; 130592.93824132
2357.59; 0.26583804; 130593.47946463
2359.62; 0.24729842; 130593.98294286
2361.66; 0.23069723; 130594.45262251
2363.70; 0.2165978; 130594.89359694
2365.73; 0.20510878; 130595.31118071
2367.77; 0.19618621; 130595.7105989
2369.80; 0.18985847; 130596.09713435
2371.84; 0.18629352; 130596.47641188
2373.88; 0.18569066; 130596.85446204
2375.91; 0.18805061; 130597.23731686
2377.95; 0.19293412; 130597.63011408
2379.98; 0.19933532; 130598.03594359
2382.02; 0.20576138; 130598.45485601
2384.05; 0.21053301; 130598.88348306
2386.09; 0.21222791; 130599.31556076
2388.13; 0.21011894; 130599.74334478
2390.16; 0.20444114; 130600.1595693
2392.20; 0.19636909; 130600.55935982
2394.23; 0.18768458; 130600.94146942
2396.27; 0.18022843; 130601.30839895
2398.31; 0.17531542; 130601.66532601
2400.34; 0.1733134; 130602.01817713
2402.38; 0.17353603; 130602.37148151
2404.41; 0.17449017; 130602.72672843
2406.45; 0.17439449; 130603.08178057
2408.49; 0.17179085; 130603.4315319
2410.52; 0.16603941; 130603.7695738
2412.56; 0.15753334; 130604.09029809
2414.59; 0.14757012; 130604.39073811
2416.63; 0.13793678; 130604.6715655
2418.67; 0.13036107; 130604.93696939
2420.70; 0.12601649; 130605.1935281
2422.74; 0.12523778; 130605.44850141
2424.77; 0.12751886; 130605.70811881
2426.81; 0.13176258; 130605.97637606
2428.85; 0.13666885; 130606.25462204
2430.88; 0.14111339; 130606.54191672
2432.92; 0.14439145; 130606.83588526
2434.95; 0.14626625; 130607.13367073
2436.99; 0.1468412; 130607.43262674
2439.02; 0.14633796; 130607.73055819
2441.06; 0.1448855; 130608.02553256
2443.10; 0.14240563; 130608.31545813
2445.13; 0.13863013; 130608.59769712
2447.17; 0.13322837; 130608.86893858
2449.20; 0.1259851; 130609.12543337
2451.24; 0.11696045; 130609.36355475
2453.28; 0.10658463; 130609.58055186
2455.31; 0.095675148; 130609.7753382
2457.35; 0.085392915; 130609.94919081
2459.38; 0.077162712; 130610.10628743
2461.42; 0.072569909; 130610.2540335
2463.46; 0.073222156; 130610.4031075
2465.49; 0.080550568; 130610.5671015
2467.53; 0.095535807; 130610.76160416
2469.56; 0.11838334; 130611.00262242
2471.60; 0.14822474; 130611.30439518
2473.64; 0.18296178; 130611.67688957
2475.67; 0.21936968; 130612.1235073
2477.71; 0.25352145; 130612.6396551
2479.74; 0.28149549; 130613.21275561
2481.78; 0.30021568; 130613.82396882
2483.81; 0.30819217; 130614.45142148
2485.85; 0.30592095; 130615.07425014
2487.89; 0.29577851; 130615.67642967
2489.92; 0.2813968; 130616.24932926
2491.96; 0.26667595; 130616.79225848
2493.99; 0.25472637; 130617.31085938
2496.03; 0.24707312; 130617.81387893
2498.07; 0.24338268; 130618.30938505
2500.10; 0.24180286; 130618.80167481
2502.14; 0.23979824; 130619.28988334
2504.17; 0.23518891; 130619.76870767
2506.21; 0.22702551; 130620.23091201
2508.25; 0.21598731; 130620.67064354
2510.28; 0.20415772; 130621.08629104
2512.32; 0.19425318; 130621.48177374
2514.35; 0.18857958; 130621.8657055
2516.39; 0.1880921; 130622.24864479
2518.43; 0.19190354; 130622.63934384
2520.46; 0.19743289; 130623.04130016
2522.50; 0.20116377; 130623.45085223
2524.53; 0.19977048; 130623.85756768
2526.57; 0.19124009; 130624.24691599
2528.60; 0.17561745; 130624.60445797
2530.64; 0.15512311; 130624.92027524
2532.68; 0.133599; 130625.19227127
2534.71; 0.11545235; 130625.4273223
2536.75; 0.10442353; 130625.6399196
2538.78; 0.10255056; 130625.84870369
2540.82; 0.10963163; 130626.07190423
2542.86; 0.123326; 130626.32298533
2544.89; 0.13983859; 130626.60768462
2546.93; 0.15496604; 130626.92318211
2548.96; 0.16519195; 130627.25949867
2551.00; 0.16852522; 130627.60260147
2553.04; 0.16487057; 130627.93826372
2555.07; 0.15586688; 130628.25559525
2557.11; 0.14428192; 130628.54934079
2559.14; 0.13316707; 130628.82045746
2561.18; 0.12502399; 130629.07499551
2563.22; 0.12120949; 130629.32176757
2565.25; 0.12171882; 130629.56957657
2567.29; 0.12536904; 130629.82481712
2569.32; 0.13028895; 130630.09007418
2571.36; 0.1345419; 130630.36398989
2573.39; 0.13668385; 130630.64226641
2575.43; 0.13609588; 130630.91934587
2577.47; 0.13301483; 130631.1901526
2579.50; 0.12829034; 130631.45134066
2581.54; 0.12298757; 130631.70173273
2583.57; 0.11800147; 130631.94197355
2585.61; 0.11383418; 130632.17373011
2587.65; 0.11061581; 130632.39893435
2589.68; 0.10834601; 130632.61951749
2591.72; 0.10723577; 130632.83784025
2593.75; 0.10797607; 130633.05767022
2595.79; 0.11177543; 130633.28523534
2597.83; 0.1200906; 130633.52972943
2599.86; 0.13409837; 130633.80274214
2601.90; 0.15407342; 130634.11642232
2603.93; 0.17890284; 130634.48065306
2605.97; 0.2059507; 130634.89995091
2608.01; 0.23138569; 130635.3710322
2610.04; 0.25093301; 130635.88191015
2612.08; 0.26086121; 130636.41300106
2614.11; 0.25892046; 130636.94014077
2616.15; 0.24494758; 130637.43883291
2618.19; 0.22094842; 130637.88866483
2620.22; 0.19062855; 130638.27676811
2622.26; 0.15851322; 130638.59948735
2624.29; 0.12891925; 130638.86195581
2626.33; 0.10507381; 130639.07587702
2628.36; 0.088610966; 130639.2562813
2630.40; 0.079541903; 130639.41822175
2632.44; 0.076639943; 130639.57425406
2634.47; 0.078060312; 130639.73317812
2636.51; 0.081966188; 130639.9000542
2638.54; 0.086966822; 130640.07711114
2640.58; 0.092269987; 130640.26496487
2642.62; 0.097568566; 130640.46360605
2644.65; 0.10277464; 130640.67284634
2646.69; 0.10775176; 130640.89221962
2648.72; 0.11216953; 130641.1205871
2650.76; 0.11553104; 130641.35579832
2652.80; 0.11733798; 130641.59468832
2654.83; 0.11729639; 130641.83349365
2656.87; 0.11545244; 130642.06854485
2658.90; 0.11218579; 130642.29694543
2660.94; 0.10805844; 130642.51694309
2662.98; 0.10358814; 130642.72783959
2665.01; 0.099054615; 130642.92950624
2667.05; 0.094436699; 130643.12177121
2669.08; 0.089520935; 130643.30402811
2671.12; 0.084142406; 130643.47533478
2673.15; 0.078450604; 130643.63505344
2675.19; 0.073069072; 130643.78381577
2677.23; 0.069051417; 130643.92439849
2679.26; 0.067617751; 130644.0620624
2681.30; 0.069752801; 130644.20407308
2683.33; 0.075818356; 130644.35843271
2685.37; 0.085344936; 130644.53218764
2687.41; 0.097109899; 130644.72989501
2689.44; 0.10950028; 130644.95282814
2691.48; 0.12104063; 130645.19925641
2693.51; 0.1308881; 130645.4657333
2695.55; 0.13909562; 130645.74891997
2697.59; 0.1465246; 130646.04723141
2699.62; 0.15442482; 130646.36162702
2701.66; 0.16383645; 130646.69518389
2703.69; 0.17505211; 130647.05157488
2705.73; 0.18736706; 130647.43303805
2707.77; 0.19924131; 130647.83867616
2709.80; 0.20883675; 130648.26384976
2711.84; 0.21473659; 130648.70103493
2713.87; 0.21656724; 130649.14194714
2715.91; 0.21526234; 130649.5802027
2717.94; 0.21283255; 130650.0135114
2719.98; 0.21168813; 130650.44449015
2722.02; 0.21373643; 130650.87963908
2724.05; 0.21957483; 130651.32667449
2726.09; 0.22808253; 130651.79103084
2728.12; 0.23658573; 130652.27269896
2730.16; 0.24157494; 130652.7645247
2732.20; 0.23976169; 130653.2526588
2734.23; 0.22914172; 130653.71917157
2736.27; 0.20972618; 130654.14615598
2738.30; 0.18370893; 130654.52017151
2740.34; 0.15501984; 130654.83577852
2742.38; 0.12840472; 130655.09719944
2744.41; 0.10830927; 130655.31770778
2746.45; 0.097885226; 130655.51699365
2748.48; 0.098375288; 130655.71727725
2750.52; 0.10899866; 130655.93918911
2752.56; 0.12730221; 130656.19836542
2754.59; 0.14981734; 130656.5033806
2756.63; 0.17280646; 130656.85519963
2758.66; 0.1929036; 130657.24793471
2760.70; 0.20753258; 130657.67045313
2762.73; 0.21508355; 130658.10834467
2764.77; 0.21490664; 130658.54587605
2766.81; 0.20721321; 130658.96774426
2768.84; 0.19295731; 130659.36058868
2770.88; 0.17372258; 130659.71427287
2772.91; 0.15159144; 130660.02289996
2774.95; 0.12895299; 130660.28543712
2776.99; 0.10822427; 130660.50577239
2779.02; 0.091507441; 130660.69207364
2781.06; 0.080257407; 130660.85547079
2783.09; 0.075059823; 130661.00828612
2785.13; 0.075600716; 130661.16220265
2787.17; 0.080847209; 130661.32680059
2789.20; 0.089379501; 130661.50876954
2791.24; 0.099753115; 130661.71185827
2793.27; 0.11075892; 130661.93735389
2795.31; 0.12149702; 130662.18471134
2797.35; 0.13127125; 130662.45196827
2799.38; 0.13940381; 130662.7357824
2801.42; 0.14511808; 130663.03123028
2803.45; 0.14761333; 130663.33175829
2805.49; 0.1463603; 130663.62973523
2807.52; 0.14151941; 130663.91785653
2809.56; 0.1342827; 130664.19124452
2811.60; 0.12691942; 130664.44964151
2813.63; 0.12238879; 130664.69881452
2815.67; 0.12354868; 130664.95034897
2817.70; 0.13217507; 130665.21944601
2819.74; 0.14813382; 130665.52103368
2821.78; 0.16905101; 130665.86520694
2823.81; 0.1906918; 130666.25343899
2825.85; 0.20802004; 130666.67694985
2827.88; 0.21665584; 130667.11804244
2829.92; 0.21427462; 130667.55428707
2831.96; 0.20147207; 130667.96446682
2833.99; 0.18177138; 130668.33453766
2836.03; 0.16072519; 130668.66176027
2838.06; 0.14436698; 130668.95567898
2840.10; 0.13748802; 130669.23559273
2842.14; 0.14227603; 130669.52525446
2844.17; 0.15773118; 130669.84638153
2846.21; 0.18001891; 130670.21288449
2848.24; 0.2036195; 130670.62743622
2850.28; 0.22289532; 130671.08123186
2852.32; 0.23359394; 130671.55680896
2854.35; 0.23386279; 130672.03293343
2856.39; 0.22453515; 130672.49006761
2858.42; 0.2086845; 130672.91493124
2860.46; 0.19065316; 130673.30308461
2862.49; 0.17487838; 130673.65912191
2864.53; 0.16484433; 130673.99473074
2866.57; 0.16239875; 130674.32536058
2868.60; 0.16753607; 130674.66644956
2870.64; 0.17861414; 130675.03009254
2872.67; 0.19287904; 130675.42277761
2874.71; 0.20713396; 130675.84448448
2876.75; 0.21839788; 130676.28912372
2878.78; 0.22443622; 130676.7460565
2880.82; 0.22409142; 130677.2022873
2882.85; 0.21738294; 130677.6448602
2884.89; 0.20538312; 130678.06300251
2886.93; 0.18990884; 130678.4496405
2888.96; 0.1730991; 130678.80205533
2891.00; 0.15697127; 130679.12163529
2893.03; 0.14305278; 130679.4128784
2895.07; 0.13216536; 130679.68195566
2897.11; 0.12439521; 130679.93521358
2899.14; 0.11922853; 130680.17795257
2901.18; 0.11578621; 130680.4136833
2903.21; 0.11307435; 130680.64389291
2905.25; 0.11018397; 130680.86821796
2907.28; 0.10641721; 130681.08487422
2909.32; 0.10136339; 130681.29124134
2911.36; 0.094972637; 130681.48459743
2913.39; 0.087659385; 130681.66306437
2915.43; 0.080419413; 130681.82679136
2917.46; 0.074885479; 130681.97925173
2919.50; 0.07321586; 130682.1283129
2921.54; 0.077734795; 130682.28657423
2923.57; 0.090329562; 130682.47047743
2925.61; 0.11172896; 130682.69794796
2927.64; 0.14089153; 130682.98479095
2929.68; 0.1747644; 130683.3405962
2931.72; 0.20860278; 130683.76529346
2933.75; 0.23687338; 130684.24754723
2935.79; 0.25455578; 130684.76580083
2937.82; 0.25848179; 130685.29204745
2939.86; 0.2482901; 130685.79754466
2941.90; 0.22665957; 130686.25900399
2943.93; 0.19870083; 130686.66354173
2945.97; 0.17066042; 130687.01099162
2948.00; 0.14832429; 130687.31296707
2950.04; 0.13560994; 130687.58905721
2952.07; 0.13376849; 130687.8613983
2954.11; 0.14140345; 130688.14928353
2956.15; 0.15523424; 130688.46532705
2958.18; 0.1712914; 130688.81406156
2960.22; 0.18611591; 130689.1929775
2962.25; 0.19757879; 130689.59523086
2964.29; 0.20511231; 130690.01282182
2966.33; 0.2093739; 130690.43908901
2968.36; 0.2115575; 130690.86980183
2970.40; 0.21265909; 130691.30275739
2972.43; 0.21297271; 130691.73635145
2974.47; 0.21197054; 130692.16790518
2976.51; 0.20856551; 130692.59252657
2978.54; 0.20162713; 130693.003022
2980.58; 0.19055874; 130693.39098314
2982.61; 0.17575022; 130693.74879541
2984.65; 0.15877359; 130694.07204475
2986.69; 0.14226003; 130694.36167389
2988.72; 0.12946645; 130694.6252564
2990.76; 0.12360244; 130694.87690029
2992.79; 0.12704638; 130695.13555576
2994.83; 0.14063093; 130695.42186819
2996.86; 0.16320508; 130695.75413965
2998.90; 0.19165574; 130696.1443342
3000.94; 0.22147429; 130696.59523674
3002.97; 0.24779102; 130697.09971788
3005.01; 0.26661657; 130697.6425262
3007.04; 0.27590118; 130698.20423719
3009.08; 0.27602309; 130698.76619639
3011.12; 0.26948068; 130699.31483579
3013.15; 0.25985276; 130699.84387358
3015.19; 0.25040363; 130700.35367376
3017.22; 0.24290533; 130700.84820804
3019.26; 0.23722016; 130701.33116782
3021.30; 0.2319074; 130701.80331127
3023.33; 0.22567594; 130702.26276801
3025.37; 0.21907958; 130702.70879513
3027.40; 0.21563816; 130703.14781581
3029.44; 0.22169822; 130703.59917426
3031.48; 0.24480908; 130704.09758443
3033.51; 0.29102687; 130704.69009002
3035.55; 0.36210799; 130705.42731065
3037.58; 0.45376383; 130706.35113465
3039.62; 0.55588469; 130707.48286791
3041.66; 0.65495966; 130708.81630925
3043.69; 0.73806076; 130710.31893727
3045.73; 0.79706263; 130711.94168799
3047.76; 0.83153374; 130713.63461892
3049.80; 0.84909622; 130715.36330555
3051.83; 0.86290838; 130717.12011254
3053.87; 0.88697416; 130718.92591539
3055.91; 0.93082969; 130720.8210043
3057.94; 0.99546719; 130722.84768958
3059.98; 1.0719964; 130725.03018181
3062.01; 1.1436318; 130727.35851751
3064.05; 1.1904579; 130729.78218701
3066.09; 1.1954763; 130732.21607352
3068.12; 1.1500095; 130734.55739368
3070.16; 1.0567659; 130736.70887793
3072.19; 0.9296521; 130738.60156938
3074.23; 0.79046088; 130740.21087951
3076.27; 0.66349857; 130741.56170533
3078.30; 0.56975075; 130742.72166868
3080.34; 0.52219041; 130743.78480329
3082.37; 0.52336562; 130744.85033053
3084.41; 0.56567216; 130746.00199023
3086.45; 0.63397481; 130747.29270822
3088.48; 0.70970023; 130748.73759664
3090.52; 0.77529065; 130750.31602149
3092.55; 0.81797516; 130751.98134832
3094.59; 0.83209975; 130753.67543158
3096.62; 0.81964843; 130755.34416506
3098.66; 0.78899287; 130756.95048644
3100.70; 0.75226351; 130758.48203002
3102.73; 0.72200234; 130759.95196447
3104.77; 0.70790013; 130761.39318804
3106.80; 0.71440613; 130762.84765727
3108.84; 0.73980108; 130764.35382843
3110.88; 0.77696091; 130765.9356538
3112.91; 0.81558035; 130767.596105
3114.95; 0.84519883; 130769.31685688
3116.98; 0.85811953; 130771.06391418
3119.02; 0.85134096; 130772.79717091
3121.06; 0.82694489; 130774.48075934
3123.09; 0.79090593; 130776.09097555
3125.13; 0.75082502; 130777.6195905
3127.16; 0.71344049; 130779.07209377
3129.20; 0.68279844; 130780.46221246
3131.24; 0.65965957; 130781.80522242
3133.27; 0.64220331; 130783.11269294
3135.31; 0.6275747; 130784.39038086
3137.34; 0.6135144; 130785.63944324
3139.38; 0.59933876; 130786.85964522
3141.41; 0.585874; 130788.05243411
3143.45; 0.57444564; 130789.22195586
3145.49; 0.5654614; 130790.37318646
3147.52; 0.55731692; 130791.50783562
3149.56; 0.54621895; 130792.61989025
3151.59; 0.52712291; 130793.69306702
3153.63; 0.49549652; 130794.70185517
3155.67; 0.44925283; 130795.61649516
3157.70; 0.39009852; 130796.41070208
3159.74; 0.32374671; 130797.06982244
3161.77; 0.25885757; 130797.59683411
3163.81; 0.20502017; 130798.01423748
3165.85; 0.17040196; 130798.36116116
3167.88; 0.15976232; 130798.68642345
3169.92; 0.17335656; 130799.03936245
3171.95; 0.20694129; 130799.46067705
3173.99; 0.25276879; 130799.97529248
3176.03; 0.30123984; 130800.5885908
3178.06; 0.34281728; 130801.2865372
3180.10; 0.36985586; 130802.03953181
3182.13; 0.37810227; 130802.8093154
3184.17; 0.36769078; 130803.55790211
3186.20; 0.34348057; 130804.2571989
3188.24; 0.31458169; 130804.89766008
3190.28; 0.29296603; 130805.49411363
3192.31; 0.29120986; 130806.08699178
3194.35; 0.31966657; 130806.73780532
3196.38; 0.38364583; 130807.51887511
3198.42; 0.4813563; 130808.498875
3200.46; 0.60333283; 130809.72720856
3202.49; 0.73376254; 130811.22108577
3204.53; 0.8536016; 130812.95894496
3206.56; 0.94479166; 130814.88245923
3208.60; 0.99445334; 130816.9070804
3210.64; 0.99783416; 130818.93858464
3212.67; 0.95909687; 130820.89122309
3214.71; 0.889679; 130822.70253274
3216.74; 0.80472962; 130824.34089279
3218.78; 0.71876506; 130825.80423641
3220.82; 0.64194693; 130827.11118495
3222.85; 0.578165; 130828.28827899
3224.89; 0.5254705; 130829.35809158
3226.92; 0.47857329; 130830.33242549
3228.96; 0.4323882; 130831.21273055
3231.00; 0.38525668; 130831.99707991
3233.03; 0.34061196; 130832.69053646
3235.07; 0.30644708; 130833.31443627
3237.10; 0.29276641; 130833.91048342
3239.14; 0.3079494; 130834.53744182
3241.17; 0.35535698; 130835.26091798
3243.21; 0.43142311; 130836.13925819
3245.25; 0.52593762; 130837.21002179
3247.28; 0.62444802; 130838.48134407
3249.32; 0.71197547; 130839.93086468
3251.35; 0.77681767; 130841.5123984
3253.39; 0.81323641; 130843.16807755
3255.43; 0.82226709; 130844.84214238
3257.46; 0.8105593; 130846.49237115
3259.50; 0.78780468; 130848.0962735
3261.53; 0.76370205; 130849.65110497
3263.57; 0.74543465; 130851.16874558
3265.61; 0.73632198; 130852.66783359
3267.64; 0.73581305; 130854.16588546
3269.68; 0.7405164; 130855.67351295
3271.71; 0.74568715; 130857.19166764
3273.75; 0.74658618; 130858.71165267
3275.79; 0.73934755; 130860.21690047
3277.82; 0.7213063; 130861.68541785
3279.86; 0.69099619; 130863.09222645
3281.89; 0.64811776; 130864.41173828
3283.93; 0.5936812; 130865.62042197
3285.96; 0.53031467; 130866.70009688
3288.00; 0.46251853; 130867.64174469
3290.04; 0.39655226; 130868.44909087
3292.07; 0.33972126; 130869.14073405
3294.11; 0.29905746; 130869.74958923
3296.14; 0.27966628; 130870.31896564
3298.18; 0.28322047; 130870.89557807
3300.22; 0.30712155; 130871.52085104
3302.25; 0.34469242; 130872.22261505
3304.29; 0.38645795; 130873.00941008
3306.32; 0.42222224; 130873.86901811
3308.36; 0.44338614; 130874.77171403
3310.40; 0.44486187; 130875.6774144
3312.43; 0.42606208; 130876.54484003
3314.47; 0.39072642; 130877.34032531
3316.50; 0.34569928; 130878.04413921
3318.54; 0.29907206; 130878.65302411
3320.58; 0.25825721; 130879.1788135
3322.61; 0.2285292; 130879.64407924
3324.65; 0.21237322; 130880.07645278
3326.68; 0.20970032; 130880.50338455
3328.72; 0.21871602; 130880.9486715
3330.75; 0.23705339; 130881.43129174
3332.79; 0.26274998; 130881.96622802
3334.83; 0.29475568; 130882.56632514
3336.86; 0.33285814; 130883.24399558
3338.90; 0.3771293; 130884.01179829
3340.93; 0.42715918; 130884.88145751
3342.97; 0.48140201; 130885.86155046
3345.01; 0.53690597; 130886.95464467
3347.04; 0.58955513; 130888.15492803
3349.08; 0.63477423; 130889.44727357
3351.11; 0.6684903; 130890.80826212
3353.15; 0.68805819; 130892.20908921
3355.19; 0.692863; 130893.61969849
3357.22; 0.68440595; 130895.01308995
3359.26; 0.66583097; 130896.36866434
3361.29; 0.6410126; 130897.67371068
3363.33; 0.61345386; 130898.92264979
3365.37; 0.58530068; 130900.11427146
3367.40; 0.5567531; 130901.24777272
3369.44; 0.52605211; 130902.31876942
